,Name,Age,position1,position2,position3,Apps,Mins,Tackles,Inter,Fouls,Offsides,Clear,Drb,Blocks,OwnG,Rating
47,Jesús Vallejo,25, D(CR),,,4(1),341,1.4,1.2,0.8,-,3,0.2,1.6,-,6.93
48,Mauro Arambarri,26, DMC,,,31,2667,2,1,1.6,-,0.4,1.5,0.2,-,6.93
49,Juanmi,29, AM(CLR),FW,,26(7),2149,1.2,0.3,1.2,-,0.3,0.9,-,-,6.93
50,Gerard Piqué,35, D(C),,,25(2),2097,0.8,1.3,1.1,0.4,3.1,0.1,0.6,-,6.93
51,Carlos Soler,25, M(CLR),,,28(4),2485,0.9,0.4,0.7,-,0.8,0.8,0.1,-,6.93
52,Martin Braithwaite,31, AM(CLR),FW,,3(1),237,0.3,0.3,1.3,-,0.3,-,-,-,6.93
53,Guido Rodríguez,28, DMC,,,29(3),2533,3,1,1.5,0.2,1.6,1.4,0.4,-,6.92
54,Lucas Torró,27, DMC,,,32(1),2734,2.2,1.4,1.7,0.1,1.6,0.8,0.3,1,6.92
55,Álex Moreno,28, D(L),M(L),,28(2),2408,2.5,1.1,1.1,0.5,2.3,0.9,0.2,-,6.92
56,Mathew Ryan,30, GK,,,3,270,-,-,-,-,1.7,-,-,-,6.92
57,Jules Koundé,23, D(CR),,,31(1),2738,1.3,0.7,0.5,0.4,3.1,0.3,0.6,-,6.92
58,Arnaut Danjuma,25, AM(L),FW,,17(6),1478,0.3,0.1,0.1,-,0.1,0.1,-,-,6.91
59,Frenkie de Jong,25, D(C),DMC,,30(2),2486,1.1,0.6,0.8,0.1,0.5,0.3,0.2,-,6.91
60,João Félix,22, AM(CL),FW,,13(11),1267,0.2,0.3,0.6,-,0.3,0.2,-,-,6.91
61,Lucas Boyé,26, AM(L),FW,,22(2),1724,1.1,0.1,1.6,-,1,0.6,-,-,6.91
62,Mikel Oyarzabal,25, AM(CLR),FW,,19(3),1674,0.8,0.5,0.6,-,0.6,0.6,0.1,-,6.9
63,David Silva,36, M(CLR),FW,,22(3),1734,1.1,0.3,0.9,-,0.5,0.7,0.1,-,6.9
64,Giovani Lo Celso,26, M(CR),FW,,11(5),998,1.4,0.3,1,-,0.2,0.8,-,-,6.89
65,Marco Asensio,26, AM(CLR),,,19(12),1729,0.4,0.4,0.3,-,0.2,0.5,-,-,6.89
66,Yuri Berchiche,32, D(L),M(L),,11(3),1016,1.8,0.9,0.5,0.2,1.4,0.5,0.4,-,6.89
