,Name,Age,position1,position2,position3,Apps,Mins,Tackles,Inter,Fouls,Offsides,Clear,Drb,Blocks,OwnG,Rating
482,Martín Cáceres,35, D(CLR),M(R),,9(5),834,0.9,1,0.5,0.3,1.2,0.6,0.2,-,6.25
483,Joel Obi,31, M(CR),,,12(9),1146,1.1,0.5,1.5,-,0.3,0.3,0.3,-,6.25
484,Dor Peretz,27, DMC,,,4(14),574,1.5,0.4,0.6,-,0.6,0.7,0.2,-,6.25
485,Pepe Reina,39, GK,,,15,1350,-,-,0.1,-,0.5,0.1,-,-,6.25
486,Emanuel Vignato,21, AM(CL),,,3(21),582,0.5,0.1,0.2,-,0.2,0.3,-,-,6.25
487,Stefano Okaka,32, FW,,,0(2),20,-,-,0.5,-,0.5,-,-,-,6.25
488,Tomás Rincón,34, M(CR),,,1(6),158,0.3,0.3,0.7,-,0.6,0.4,0.1,-,6.24
489,Stefano Sensi,26, AM(C),,,1(8),158,0.4,-,0.4,-,0.1,0.2,-,-,6.24
490,Dennis Johnsen,24, AM(L),FW,,17(10),1466,0.5,0.2,0.3,-,0.1,0.4,-,-,6.24
491,Daniel Bessa,29, AM(C),,,5(19),762,0.3,0.2,0.9,-,0.5,0.5,0.1,-,6.24
492,Janis Antiste,19, Forward,,,9(9),796,1,0.2,0.8,0.1,0.3,0.4,0.1,-,6.24
493,Ben Kone,22, Midfielder,,,0(1),81,3,1,1,-,1,1,-,-,6.23
494,Daniel Maldini,20, Forward,,,2(6),145,1,0.1,0.5,-,-,0.5,-,-,6.23
495,Niklas Pyyhtia,18, Midfielder,,,0(1),18,-,-,-,-,-,1,-,-,6.22
496,Pietro Pellegri,21, FW,,,1(5),131,0.3,-,1.2,-,0.2,0.2,-,-,6.22
497,Jean-Pierre Nsame,29, FW,,,1(10),237,0.1,-,0.5,-,0.1,-,-,-,6.22
498,Brandon Soppy,20, D(R),M(R),,7(21),765,0.7,0.2,0.8,-,0.2,0.2,0.1,-,6.22
499,Aleksandar Kolarov,36, D(CL),M(L),,0(3),38,0.3,0.3,-,-,0.7,-,-,-,6.22
500,Filip Benkovic,24, D(C),,,0(2),6,-,-,0.5,-,-,-,-,-,6.22
501,Francesco Forte,29, Forward,,,4(8),398,0.3,-,0.9,-,0.2,0.3,-,-,6.22
502,Federico Santander,31, FW,,,0(7),61,0.3,-,0.3,-,-,-,-,-,6.21
503,Suf Podgoreanu,20, Forward,,,1(4),109,0.4,0.2,0.4,-,0.6,0.6,-,-,6.21
504,Jeroen Zoet,31, GK,,,7,630,0.1,-,0.1,-,0.7,-,-,-,6.21
505,Tanner Tessmann,20, DMC,,,6(14),674,0.6,0.3,0.5,-,1.1,0.5,0.5,-,6.21
506,Felix Afena-Gyan,19, Forward,,,6(11),665,0.6,0.2,0.9,-,-,0.2,-,-,6.21
507,Vanja Milinkovic-Savic,25, GK,,,27,2430,-,-,0.1,-,0.5,-,-,-,6.21
508,Valerio Verre,28, AM(CL),FW,,6(5),421,0.6,-,0.7,-,0.5,0.5,-,-,6.2
509,Nicola Bagnolini,18, Goalkeeper,,,0(1),2,-,-,-,-,-,-,-,-,6.2
510,Riccardo Ciervo,20, Midfielder,,,1(9),219,0.8,0.2,0.3,-,0.2,0.4,-,-,6.2
511,Simy,30, FW,,,10(9),842,0.3,0.2,0.6,-,0.5,0.3,0.2,-,6.2
512,Martin Hongla,24, D(C),DMC,,7(11),644,0.8,0.2,0.8,-,0.9,0.2,0.1,-,6.2
513,Michael Svoboda,23, D(C),,,13(5),1234,1.8,0.6,0.5,0.4,3.3,0.8,0.8,-,6.19
514,Mattia Zanotti,19, Defender,,,0(1),8,1,-,-,-,-,1,-,-,6.19
515,Flavio Junior Bianchi,22, Forward,,,4(3),317,0.3,-,0.7,-,-,0.3,-,-,6.18
516,Simone Pafundi,16, Midfielder,,,0(1),22,-,-,1,-,-,1,-,-,6.18
517,Matija Nastasic,29, D(C),,,2(3),217,0.2,1,0.4,0.6,2.2,-,0.2,-,6.18
518,Goran Pandev,38, M(CR),FW,,7(13),837,0.1,0.1,0.3,-,-,0.5,0.1,-,6.17
519,Ebenezer Annan,19, Defender,,,0(1),24,1,1,-,-,1,-,-,-,6.17
520,Matteo Cancellieri,20, Forward,,,1(11),220,0.3,0.1,0.8,-,-,0.4,-,-,6.17
521,Ronaldo Vieira,23, DMC,,,4(10),489,0.7,0.4,0.8,-,0.4,0.4,0.1,-,6.16
522,Nani,35, M(CLR),FW,,3(7),283,0.2,0.2,0.2,-,-,0.1,-,-,6.16
523,Alasanne Sidibe,19, Midfielder,,,0(1),5,1,-,-,-,-,-,-,-,6.16
524,Tommaso Baldanzi,19, Midfielder,,,0(1),16,-,-,-,-,-,-,-,-,6.16
525,Matteo Ruggeri,19, M(L),,,8(6),681,0.6,0.1,0.1,0.1,1.7,0.2,0.1,-,6.16
526,André Anderson,22, Midfielder,,,0(4),61,0.5,0.5,0.5,-,0.3,0.5,-,-,6.16
527,Pawel Jaroszynski,27, D(L),M(L),,4(9),509,0.8,0.8,0.5,0.2,1.2,0.2,-,-,6.15
528,Nicola Murru,27, D(L),M(L),,13(9),987,1,0.3,1,0.1,0.7,0.2,0.1,-,6.15
529,Gabriele Zappa,22, D(R),M(R),,11(14),1140,0.8,0.6,0.6,0.1,1,0.7,0.2,-,6.15
530,Hernani,28, M(CL),,,7(11),681,1.1,0.7,0.7,-,0.3,1.1,0.2,-,6.15
531,Luka Romero,17, Midfielder,,,0(8),77,0.3,0.1,0.3,-,-,0.3,-,-,6.15
532,Kaio Jorge,20, FW,,,0(9),114,0.2,-,0.4,-,0.2,0.2,-,-,6.14
533,Filippo Terracciano,19, Midfielder,,,0(1),6,-,-,-,-,1,-,-,-,6.14
534,Panagiotis Retsos,23, D(CLR),,,1(4),49,-,0.4,0.2,-,0.4,0.4,-,-,6.14
535,Aurélien Nguiamba,23, Midfielder,,,0(3),49,1,-,0.3,-,0.3,0.3,0.3,-,6.13
536,Simone Zaza,30, FW,,,0(10),119,0.2,-,0.5,-,0.3,-,-,-,6.13
537,Pietro Pellegri,21, FW,,,1(8),210,0.1,-,1.1,-,0.6,0.4,-,-,6.12
538,Raul Moro Prescoli,19, Forward,,,1(10),194,0.3,-,-,-,-,0.4,-,-,6.12
539,Edoardo Bove,20, Midfielder,,,0(11),63,0.1,0.1,0.1,-,-,0.2,-,-,6.12
540,Marco Benassi,27, M(CR),,,3(9),377,0.5,0.3,0.4,-,0.3,0.8,-,-,6.12
541,Roberto Piccoli,21, FW,,,1(11),185,0.2,-,-,-,-,0.2,-,-,6.12
542,Alessandro Russo,18, Midfielder,,,0(1),28,1,-,-,-,1,1,-,-,6.12
543,Axel Tuanzebe,24, D(CR),,,0(1),10,-,-,-,-,-,-,1,-,6.12
544,Bryan Reynolds,20, D(R),,,0(1),1,-,-,-,-,1,1,-,-,6.12
545,Francesco Cassata,24, M(CL),,,0(1),6,-,-,-,-,-,-,-,-,6.12
546,Giorgio Cittadini,20, Defender,,,0(2),3,-,0.5,-,-,-,-,-,-,6.12
547,Julian Kristoffersen,25, Forward,,,0(1),6,-,-,1,-,-,-,-,-,6.12
548,Borja Mayoral,25, FW,,,1(4),94,-,-,-,-,-,-,-,-,6.12
549,Wajdi Kechrida,26, D(R),M(R),,10(7),948,0.5,0.5,0.5,-,0.8,0.3,0.1,-,6.12
550,Roberto Piccoli,21, FW,,,2(3),215,0.2,0.2,0.6,-,0.2,-,-,-,6.12
551,Diego Falcinelli,30, FW,,,0(6),61,0.3,0.2,0.3,0.2,0.2,-,-,-,6.11
552,Abdou Harroui,24, DMC,M(R),,3(19),439,0.5,0.2,0.6,0.1,0.1,0.1,-,-,6.11
553,Leonardo Mancuso,30, FW,,,5(3),428,0.1,0.1,0.1,0.1,0.3,0.8,-,-,6.11
554,David Schnegg,23, Defender,,,2(2),141,0.5,0.8,0.8,0.5,0.8,0.5,-,-,6.11
555,Mateusz Praszelik,21, Midfielder,,,0(2),23,-,-,1,-,-,-,-,-,6.11
556,Eddie Salcedo,20, AM(C),FW,,5(7),428,0.1,-,0.7,-,0.5,0.1,0.1,-,6.1
557,Sam Lammers,25, FW,,,0(2),37,0.5,-,1,-,-,-,-,-,6.1
558,Nicolas Viola,32, DMC,,,1(5),100,0.3,-,0.3,-,0.2,0.2,0.2,-,6.1
559,Sydney van Hooijdonk,22, FW,,,0(4),35,-,-,-,-,-,0.3,-,-,6.1
560,Gianluca Frabotta,22, D(L),,,0(2),18,-,0.5,1,-,-,0.5,-,-,6.1
561,Marco Benassi,27, M(CR),,,1(5),157,0.2,0.5,0.7,0.2,0.3,0.2,-,-,6.09
562,Federico Peluso,38, D(CL),M(L),,0(2),9,0.5,-,0.5,-,-,-,-,-,6.09
563,Valerio Verre,28, AM(CL),FW,,4(4),310,0.5,0.1,1,-,-,0.6,-,-,6.08
564,Mikael,23, FW,,,0(7),77,0.1,-,0.4,-,0.1,-,-,-,6.08
565,Andrea Conti,28, D(R),M(R),,0(1),12,-,-,-,-,-,-,-,-,6.08
566,Tommaso De Nipoti,18, Forward,,,0(1),5,-,-,-,-,-,-,-,-,6.08
567,Brian Oddei,19, Forward,,,0(2),7,-,-,-,-,-,-,-,-,6.08
568,Aaron Ramsey,31, M(CLR),,,1(2),97,-,0.3,0.7,-,-,-,-,-,6.07
569,Issa Bah,19, Forward,,,0(1),9,-,-,-,-,-,-,-,-,6.07
570,Luca Stanga,20, Defender,,,0(1),2,1,-,1,-,-,-,-,-,6.07
571,Martín Satriano,21, FW,,,0(4),34,0.3,-,0.3,-,-,-,-,-,6.07
572,Vedat Muriqi,28, FW,,,1(10),208,0.1,-,0.5,-,0.1,0.5,-,-,6.06
573,Daniele Baselli,30, M(C),,,0(6),141,0.5,0.2,0.5,-,0.3,0.7,-,-,6.05
574,Francesco Magnanelli,37, DMC,,,2(10),265,0.4,0.1,0.8,-,0.3,0.7,0.1,-,6.05
575,Stefano Sabelli,29, D(R),M(R),,5(2),353,0.9,0.4,0.9,0.1,1.3,0.9,0.1,-,6.05
576,Leonardo Capezzi,27, M(C),,,2(3),175,0.6,-,0.6,-,0.2,0.6,0.8,-,6.05
577,Ibrahima Mbaye,27, D(LR),M(LR),,1(5),103,0.2,0.2,0.5,0.3,1,0.2,0.2,-,6.04
578,Denis Vavro,26, D(C),,,0(1),7,-,-,-,-,-,-,-,-,6.04
579,Petar Zovko,20, Goalkeeper,,,1(1),29,-,-,-,-,0.5,-,-,-,6.04
580,Simone Trimboli,20, Midfielder,,,0(5),60,0.4,0.4,0.4,-,-,-,-,-,6.04
581,Bjarki Bjarkason,22, Midfielder,,,0(1),2,-,-,-,-,-,-,-,-,6.03
582,Gerard Yepes,19, Midfielder,,,0(4),17,0.3,-,-,-,-,-,-,-,6.03
583,Valon Behrami,37, M(C),,,2(8),306,0.3,0.1,0.8,-,0.4,0.7,0.1,-,6.03
584,Valentin Mihaila,22, AM(L),,,0(5),73,0.2,-,0.4,-,-,0.2,-,-,6.03
585,Christian Oliva,26, M(C),,,0(4),44,0.5,-,-,-,-,0.8,-,-,6.03
586,Diego Farias,32, AM(CLR),FW,,0(4),63,0.3,-,-,-,-,0.5,-,-,6.02
587,Antonio Raimondo,18, Forward,,,1,75,-,-,3,-,1,1,-,-,6.02
588,Arnór Sigurdsson,23, AM(CLR),FW,,0(9),174,0.1,0.1,0.2,-,-,0.1,-,-,6.02
589,Nicolas Galazzi,21, Forward,,,0(1),17,2,-,2,-,-,1,-,-,6.02
590,Fabio Depaoli,25, D(R),DMC,M(R),1(5),108,0.5,0.2,1.3,-,0.3,0.3,0.2,-,6.02
591,Maximilian Ullmann,25, D(L),,,2(3),245,-,0.4,0.4,-,1.2,0.2,-,-,6.02
592,Lys Mousset,26, FW,,,2(4),159,0.2,-,0.7,-,-,-,-,-,6.02
593,Ernesto Torregrossa,29, FW,,,0(10),107,0.2,-,0.7,-,0.1,0.1,-,-,6.02
594,Aleksander Buksa,19, Forward,,,0(4),62,-,-,0.5,-,0.3,0.3,-,-,6.02
595,Magnus Warming,21, Forward,,,0(4),53,0.3,-,0.3,-,-,-,-,-,6.01
596,Aleksandr Kokorin,31, AM(CLR),FW,,0(6),50,0.2,-,0.3,-,-,-,-,-,6.01
597,Felipe Caicedo,33, FW,,,0(3),21,-,-,0.3,-,-,-,-,-,6
598,Damir Ceter,24, Forward,,,0(1),5,-,-,-,-,-,-,-,-,6
599,Daniel Fuzato,24, GK,,,1,1,-,-,-,-,-,-,-,-,6
600,Dimitrios Keramitsis,17, Defender,,,0(1),1,-,-,-,-,-,-,-,-,6
601,Edoardo Goldaniga,28, D(CR),,,0(1),1,-,-,-,-,-,-,-,-,6
602,Riccardo Pinzi,18, Midfielder,,,0(1),1,-,-,-,-,-,-,-,-,6
603,Edoardo Vergani,21, Forward,,,1(5),98,0.3,-,0.5,-,0.2,-,0.3,-,6
604,Christos Kourfalidis,19, Midfielder,,,0(2),17,-,-,-,-,-,0.5,-,-,6
605,Matìas Soulé,19, Midfielder,,,0(2),4,-,-,-,-,-,0.5,-,-,6
606,Patrick Leal,19, Midfielder,,,0(1),1,-,-,-,-,-,1,-,-,5.99
607,Sebastien De Maio,35, D(C),,,2,180,2.5,0.5,1.5,-,4,4,2.5,-,5.99
608,Riccardo Calafiori,20, Defender,,,1(2),81,0.3,0.7,1,-,1.3,0.3,0.3,-,5.99
609,Cristiano Ronaldo,37, M(L),FW,,0(1),31,1,-,-,-,-,-,-,-,5.98
610,Giovanni Simeone,26, AM(R),FW,,0(1),6,-,-,1,-,-,-,-,-,5.98
611,Luca Gagliano,21, Forward,,,0(2),11,-,-,-,-,0.5,-,-,-,5.98
612,Filippo Delli Carri,23, Defender,,,3(2),334,1.2,0.8,0.4,-,2.4,1.8,0.4,-,5.97
613,Filippo Distefano,18, Forward,,,0(1),1,-,-,-,-,-,-,-,-,5.97
614,Mario Perrone,19, Defender,,,0(1),13,-,-,1,-,-,-,-,-,5.97
615,Samuel Mráz,25, Forward,,,0(2),52,-,-,1,-,-,-,-,-,5.94
616,Emil Ceïde,20, Forward,,,0(6),49,0.2,-,-,-,-,0.2,-,-,5.93
617,Giovanni Crociata,24, Midfielder,,,0(1),14,-,-,1,-,-,1,-,-,5.93
618,Sebastian Giovinco,35, AM(C),FW,,0(2),37,-,-,1,-,-,0.5,-,-,5.93
619,Andrea Favilli,25, FW,,,0(1),36,1,-,-,-,2,-,-,-,5.92
620,Samuel Di Carmine,33, FW,,,0(1),35,-,-,1,-,-,-,-,-,5.92
621,Vladyslav Supryaha,22, Forward,,,0(1),23,-,-,1,-,-,1,-,-,5.92
622,Luka Bogdan,26, Defender,,,4(2),396,1,1,0.3,-,3.2,0.7,0.3,-,5.92
623,Nicola Ravaglia,33, GK,,,0(1),4,-,-,-,-,-,-,-,-,5.91
624,Marley Aké,21, Forward,,,0(4),73,-,0.3,1.5,-,-,0.5,-,-,5.9
625,Frédéric Veseli,29, D(CLR),,,8(1),599,0.8,0.4,0.8,0.1,2,0.1,0.6,-,5.88
626,Laurens Serpe,21, Defender,,,0(1),45,1,-,-,-,1,1,-,-,5.87
627,Martin Palumbo,20, Midfielder,,,0(1),12,-,-,-,-,-,1,-,-,5.86
628,Luca Vignali,26, D(R),,,1(1),85,0.5,0.5,-,-,0.5,1.5,-,-,5.86
629,Vincenzo Fiorillo,32, GK,,,1,90,-,-,-,-,1,-,-,-,5.7
630,Ramzi Aya,32, Defender,,,2,136,0.5,-,0.5,-,2,-,-,-,5.31
631,Gianluca Pegolo,41, GK,,,1,90,-,-,-,-,-,-,-,-,5
632,Ionut Radu,25, GK,,,1,90,-,-,-,-,-,-,-,-,4.9
