Player.1,Age,position1,position2,position3,Apps,Goals,Assists,SpG,KeyP,Drb,Fouled,Off,Disp,UnsTch,Rating,Mins
Sebastiaan Bornauw Wolfsburg,23, D(C),,,23(4),1,-,0.5,0.1,0.1,0.2,0.1,0.1,0.2,6.59,2008
Dejan Ljubicic FC Koln,24, M(CR),,,22(8),3,1,1,0.9,1.1,0.7,0.1,0.8,1.6,6.59,1975
Michaël Cuisance Bayern,22, AM(C),,,0(1),-,-,-,1,1,-,-,2,-,6.59,12
Niklas Stark Hertha Berlin,27, D(C),DMC,,22(4),1,-,0.4,0.2,0.3,0.8,-,0.1,0.5,6.59,2028
Emil Forsberg RBL,30, AM(CLR),FW,,20(11),6,2,1.4,0.8,0.7,0.7,0.1,0.8,1.8,6.58,1709
Jessic Ngankam Greuther Fuerth,21, FW,,,4(2),2,1,1.5,0.2,0.7,0.8,0.2,0.8,2.7,6.58,342
Yannick Gerhardt Wolfsburg,28, D(L),M(CL),,17(10),1,3,0.5,0.4,0.5,0.9,0.1,0.6,1.3,6.58,1577
Kevin Kampl RBL,31, M(CLR),,,25(2),-,1,0.3,0.6,0.4,0.4,-,0.5,1,6.58,1913
Pavel Kaderábek Hoffenheim,30, D(R),M(LR),,14(5),1,2,0.6,1.1,0.1,0.4,0.1,-,0.8,6.58,1202
Kevin Schade Freiburg,20, M(R),,,7(14),4,1,0.9,0.3,0.7,1.2,0.2,1,1.7,6.58,826
Benno Schmitz FC Koln,27, D(CLR),,,29(2),-,5,0.4,1.1,0.1,0.8,-,0.1,0.9,6.58,2433
Dominik Kohr Mainz,28, DMC,,,19(3),-,3,0.8,0.5,0.4,0.9,-,0.6,0.7,6.58,1626
Péter Gulácsi RBL,32, GK,,,33,-,-,-,-,-,0.1,-,-,0.1,6.58,2967
Fabian Bredlow Stuttgart,27, GK,,,4,-,-,-,-,-,0.5,-,-,0.5,6.58,360
Makoto Hasebe Eintracht Frankfurt,38, D(CR),M(CR),,12(6),-,-,-,0.2,0.3,0.7,-,0.2,0.2,6.57,1184
Arne Maier Augsburg,23, DMC,,,21(8),1,6,0.6,1.1,0.6,0.5,-,0.6,1.3,6.57,1871
Branimir Hrgota Greuther Fuerth,29, AM(LR),FW,,33(1),9,5,1.9,1,1,1.9,0.4,1.6,2.8,6.57,2789
Fabian Klos Arminia Bielefeld,34, FW,,,14(11),3,1,1.6,0.6,0.4,0.7,0.1,0.6,1.5,6.57,1423
Erik Durm Eintracht Frankfurt,30, D(LR),M(LR),,7,-,1,0.1,0.4,-,1,-,0.6,0.9,6.57,478
Stefan Posch Hoffenheim,25, D(CR),,,26(2),2,-,0.5,0.2,0.1,0.5,-,0.2,0.5,6.57,2203
Armel Bella Kotchap Bochum,20, D(C),,,19(2),-,-,0.4,0.1,0.1,1.2,0.1,0.2,0.3,6.56,1679
Ishak Belfodil Hertha Berlin,30, AM(LR),FW,,17(9),5,2,1.2,0.8,0.7,0.4,1,1.1,1.5,6.56,1643
Timo Horn FC Koln,29, GK,,,13,-,-,-,-,0.1,0.1,-,-,-,6.56,1170
Nico Elvedi Borussia M.Gladbach,25, D(CLR),,,28,1,-,0.5,0.1,0.2,0.8,-,0.2,0.3,6.55,2432
Vladimír Darida Hertha Berlin,31, M(CLR),FW,,23(2),2,5,1,1.4,0.7,1.3,0.2,0.9,1.5,6.55,1799
Luca Kilian FC Koln,22, D(C),,,25(5),1,-,0.2,0.1,-,0.4,-,0.1,0.4,6.55,2282
Marco Meyerhöfer Greuther Fuerth,26, D(R),M(R),,25(1),1,-,0.4,0.7,0.7,1,-,0.4,1,6.55,2281
Odilon Kossounou Leverkusen,21, D(CR),,,20(7),-,1,0.1,0.2,0.4,0.3,-,0.4,0.6,6.55,1791
Yussuf Poulsen RBL,27, AM(R),FW,,12(13),6,-,1.1,0.3,0.5,1.2,0.3,1.3,2,6.55,1078
Munas Dabbur Hoffenheim,30, AM(C),FW,,17(10),3,3,1.2,0.6,0.6,0.7,0.1,1.3,1.5,6.54,1317
Hamadi Al Ghaddioui Stuttgart,31, FW,,,7(3),2,2,1.2,0.8,0.1,0.6,0.3,0.6,1.6,6.54,500
Andreas Linde Greuther Fuerth,28, GK,,,12,-,-,-,-,0.1,0.1,-,-,0.1,6.54,1080
Rafal Gikiewicz Augsburg,34, GK,,,34,-,-,-,0.1,-,0.2,-,-,0.1,6.54,3060
Jean-Paul Boëtius Mainz,28, AM(CL),FW,,19(14),2,2,0.7,0.8,0.7,1.2,-,0.8,1.2,6.54,1802
Rafael Czichos FC Koln,32, D(C),,,16(1),-,1,0.1,0.1,0.2,0.6,-,-,0.5,6.54,1404
Marcus Thuram Borussia M.Gladbach,24, AM(L),FW,,8(12),3,-,1.6,0.7,1.2,1.2,0.4,1.3,1.8,6.54,885
Alessandro Schöpf Arminia Bielefeld,28, M(CLR),,,27(4),1,-,1.1,1.4,1,1.3,-,1,2.3,6.54,2407
Omar Richards Bayern,24, D(L),M(L),,5(7),-,-,0.3,0.3,0.9,1.8,-,0.4,0.7,6.54,437
Orel Mangala Stuttgart,24, M(C),,,22(6),1,3,0.6,1,1.5,1,-,1.3,1.8,6.53,1863
Andrés Andrade Arminia Bielefeld,23, D(CL),,,12(5),-,-,0.4,0.2,0.5,0.1,0.1,0.4,0.9,6.53,1046
Roland Sallai Freiburg,25, AM(CLR),FW,,18(13),4,4,1.5,0.6,0.5,1.4,0.1,0.5,1.5,6.53,1560
Timothy Tillman Greuther Fuerth,23, AM(C),,,23(6),1,2,0.8,1,1.3,1.4,-,1,2.4,6.53,2018
Sardar Azmoun Leverkusen,27, FW,,,4(5),1,1,1.2,0.7,0.4,0.4,-,0.2,0.7,6.53,358
Masaya Okugawa Arminia Bielefeld,26, AM(CL),FW,,30(3),8,1,1,0.8,0.6,0.7,0.4,0.8,2.1,6.52,2545
Tanguy Nianzou Bayern,20, D(C),,,6(11),1,1,0.4,0.3,0.3,0.5,-,0.2,0.4,6.52,577
Dedryck Boyata Hertha Berlin,31, D(C),,,22(1),-,-,0.4,0.2,0.1,0.3,0.1,-,0.3,6.52,1900
Julian Ryerson Union Berlin,24, D(R),M(CR),,13(15),2,-,0.6,0.6,0.7,0.5,-,0.6,0.6,6.52,1421
Micky van de Ven Wolfsburg,21, Defender,,,2(3),-,1,-,0.2,-,0.2,-,-,0.6,6.52,189
Kingsley Ehizibue FC Koln,27, D(R),M(R),,6(10),-,1,0.4,0.6,0.3,1,-,0.4,0.8,6.52,675
Marc Roca Bayern,25, DMC,,,4(5),-,-,0.6,0.6,0.3,0.4,-,0.3,0.9,6.51,378
Milos Pantovic Bochum,25, AM(CLR),,,18(10),4,3,0.8,1.2,0.2,1.1,0.3,0.4,1.1,6.51,1539
Christopher Lenz Eintracht Frankfurt,27, D(L),M(L),,6(9),-,1,0.4,0.9,0.3,0.3,-,0.3,0.7,6.51,659
Dan-Axel Zagadou Borussia Dortmund,23, D(CL),,,10(5),-,-,0.3,-,0.3,0.3,-,0.3,0.4,6.51,950
Aster Vranckx Wolfsburg,19, M(C),,,12(12),2,-,1,0.5,0.7,0.7,-,0.7,1,6.51,1139
Jeong Woo-Yeong Freiburg,22, AM(CR),FW,,23(9),5,2,1.6,0.8,0.5,0.5,0.4,0.3,1.1,6.51,1795
Jérôme Roussillon Wolfsburg,29, D(L),M(L),,18(8),1,-,0.5,0.6,1.2,0.9,0.2,0.7,1.1,6.5,1779
Marco Richter Hertha Berlin,24, AM(CLR),FW,,19(11),5,1,1.5,0.6,0.5,1.5,0.2,1.2,2.3,6.5,1716
Nico Schulz Borussia Dortmund,29, D(L),M(L),,9(7),-,2,0.2,0.4,0.3,0.3,-,0.2,1.1,6.5,834
Michael Esser Bochum,34, GK,,,3,-,-,-,-,-,-,-,-,-,6.49,270
Pavao Pervan Wolfsburg,34, GK,,,6,-,-,-,-,-,-,-,-,-,6.49,540
Marvin Friedrich Borussia M.Gladbach,26, D(C),,,7(1),-,-,0.6,-,-,0.3,0.1,-,0.3,6.49,600
Ondrej Duda FC Koln,27, AM(C),FW,,20(11),2,-,1.4,0.6,1.2,1.1,-,0.8,2.1,6.49,1618
Eric Choupo-Moting Bayern,33, M(CLR),FW,,1(19),4,2,0.8,0.3,0.7,0.4,0.1,0.3,0.8,6.49,363
Pascal Stenzel Stuttgart,26, D(CR),M(R),,9(7),-,-,0.4,0.3,0.1,0.3,-,0.1,0.3,6.49,894
Lucas Tousart Hertha Berlin,25, DMC,,,22(8),2,-,0.8,0.4,0.7,0.8,-,0.6,1.1,6.49,1961
Angelo Stiller Hoffenheim,21, DMC,,,18(8),2,1,0.6,0.6,0.6,0.5,-,0.3,1,6.48,1692
Dodi Lukébakio Wolfsburg,24, AM(CLR),FW,,7(12),1,2,0.9,0.6,1.4,0.7,0.6,1.1,1.7,6.48,873
Danny Blum Bochum,31, AM(LR),FW,,2(11),2,-,0.8,0.9,0.4,0.2,-,0.2,0.6,6.48,339
Alfred Finnbogason Augsburg,33, FW,,,3(7),2,1,0.6,0.5,0.2,0.1,0.1,0.5,0.9,6.48,288
Joe Scally Borussia M.Gladbach,19, D(R),M(R),,20(10),1,2,0.6,0.6,0.7,1.2,0.1,0.4,1.9,6.48,1905
Rubén Vargas Augsburg,23, AM(CLR),FW,,26(3),1,3,1.4,0.8,1.5,0.9,0.4,1.3,2.6,6.48,2005
Jonathan Schmid Freiburg,31, D(R),M(CLR),,6(7),-,1,0.4,0.7,0.4,0.2,-,0.2,0.5,6.47,583
Kevin Akpoguma Hoffenheim,27, D(CR),M(R),,19(7),2,2,0.5,0.4,0.8,0.9,0.2,0.3,1.2,6.47,1535
Delano Burgzorg Mainz,23, AM(L),,,0(3),1,-,0.7,-,0.3,-,0.3,-,0.7,6.47,24
Bouna Sarr Bayern,30, D(R),M(CLR),,0(5),-,-,0.2,-,0.8,-,-,-,-,6.46,59
Anderson Lucoqui Mainz,24, D(L),M(L),,9(4),1,-,0.6,0.5,0.2,1.2,-,0.7,0.9,6.46,743
Andreas Luthe Union Berlin,35, GK,,,27,-,-,-,-,-,0.1,-,-,0.1,6.45,2430
Marius Wolf Borussia Dortmund,27, D(R),M(CLR),,15(12),3,1,0.7,0.4,0.5,0.6,0.1,0.8,0.6,6.45,1324
Takuma Asano Bochum,27, AM(CLR),FW,,20(7),3,4,1.2,0.7,0.7,1,0.7,0.7,2.2,6.45,1618
Jacob Laursen Arminia Bielefeld,27, D(L),,,20(4),2,-,0.3,0.3,0.5,0.3,-,0.2,0.7,6.45,1641
Manuel Prietl Arminia Bielefeld,30, M(C),,,23(3),-,1,0.7,0.2,0.6,0.4,-,0.7,1.2,6.45,2122
Jan Thielmann FC Koln,20, AM(CLR),FW,,10(19),3,3,0.5,0.8,0.6,0.4,0.1,0.4,1.8,6.45,1182
Peter Pekarík Hertha Berlin,35, D(LR),M(R),,26(1),-,-,0.4,0.5,0.2,0.7,-,0.2,0.8,6.44,2239
Gian-Luca Itter Greuther Fuerth,23, D(CL),,,16(8),-,1,0.2,0.4,0.6,0.2,-,0.3,0.5,6.44,1453
Sebastian Vasiliadis Arminia Bielefeld,24, M(C),,,16(3),-,-,0.6,0.3,0.6,0.3,0.1,0.8,1.4,6.44,1199
Steffen Tigges Borussia Dortmund,23, Forward,,,0(9),3,-,0.4,0.1,-,0.1,0.1,-,0.8,6.43,105
Jamie Leweling Greuther Fuerth,21, AM(R),FW,,22(11),5,1,1.3,0.5,1.4,1.5,0.5,1.7,2.6,6.43,1959
Luca Netz Borussia M.Gladbach,19, D(L),M(L),,16(7),-,3,0.6,0.7,0.4,0.5,-,0.5,0.8,6.43,1313
Kristijan Jakic Eintracht Frankfurt,25, DMC,,,21(5),1,-,1.2,0.3,0.5,0.7,-,1,1.2,6.43,1883
Elvis Rexhbecaj Bochum,24, M(C),,,29(2),-,-,1,0.6,0.5,1.8,0.1,1,2,6.43,2469
Jürgen Locadia Bochum,28, AM(LR),FW,,4(7),2,1,1.6,0.7,-,0.8,0.4,1,2,6.43,442
Florian Niederlechner Augsburg,31, AM(CR),FW,,13(13),5,3,1.1,0.6,0.3,1,0.3,0.6,1,6.43,1153
Alexander Schwolow Hertha Berlin,30, GK,,,25,-,-,-,-,-,-,-,-,-,6.43,2176
Sebastian Rode Eintracht Frankfurt,31, D(R),M(C),,10(7),1,-,0.4,0.7,0.2,0.5,-,0.4,0.5,6.42,763
Clinton Mola Stuttgart,21, D(L),,,1(2),-,-,-,-,0.7,-,-,-,0.7,6.42,113
Hannes Wolf Borussia M.Gladbach,23, M(CLR),,,2(5),-,-,0.9,0.3,0.9,0.7,-,0.4,1.4,6.42,306
Aymen Barkok Eintracht Frankfurt,24, AM(CR),,,2(3),-,-,0.4,0.2,0.8,0.2,-,1.6,1,6.42,159
Nils Petersen Freiburg,33, FW,,,3(19),5,1,0.6,0.3,0.2,0.1,-,0.1,1,6.42,568
Sebastian Griesbeck Greuther Fuerth,31, D(C),DMC,,28(1),1,-,0.2,0.1,0.1,0.6,-,0.3,0.8,6.42,2441
Tyler Adams RBL,23, D(R),M(CR),,12(12),-,1,0.1,0.3,0.5,0.6,-,0.4,0.8,6.41,1345
Stefan Lainer Borussia M.Gladbach,29, D(R),M(R),,18(2),1,1,0.6,0.6,0.3,0.7,0.2,0.4,1.1,6.41,1389
Jorge Meré FC Koln,25, D(C),,,5(3),-,-,-,0.1,0.1,0.1,-,0.1,0.5,6.41,489
Manuel Gulde Freiburg,31, D(C),,,14(6),-,-,-,0.1,0.1,0.5,-,0.1,0.3,6.41,1230
Philipp Förster Stuttgart,27, M(CLR),FW,,11(9),2,1,1.5,0.5,0.5,0.5,0.1,0.5,1.2,6.41,970
Lucas Alario Leverkusen,29, FW,,,5(22),6,-,0.9,0.3,0.4,0.3,0.3,0.5,1.1,6.4,642
Fabian Kunze Arminia Bielefeld,23, DMC,,,13(9),-,-,0.5,0.3,0.4,1,-,0.6,0.7,6.4,1260
Maximilian Philipp Wolfsburg,28, AM(CLR),FW,,12(10),1,4,0.7,0.8,0.6,0.8,0.1,0.7,0.9,6.4,969
Paul Seguin Greuther Fuerth,27, D(R),DMC,,23(4),-,3,0.4,0.8,0.5,1,-,0.7,1.3,6.4,2110
Florian Müller Stuttgart,24, GK,,,30,-,-,-,-,-,0.1,-,-,0.1,6.4,2700
Philipp Pentke Hoffenheim,37, GK,,,1,-,-,-,-,-,-,-,-,-,6.4,90
Mads Pedersen Augsburg,25, D(L),M(L),,15(14),2,1,0.7,0.7,0.6,1,0.1,0.5,1.1,6.4,1392
Renato Steffen Wolfsburg,30, M(CLR),,,13(7),-,1,0.7,0.7,0.5,0.8,-,0.3,1.2,6.39,972
Nick Viergever Greuther Fuerth,32, D(CL),DMC,,24,-,-,0.1,-,-,0.3,-,0.3,0.5,6.39,2134
Robert Gumny Augsburg,24, D(CLR),,,27(1),-,-,0.3,0.3,0.4,1,-,0.6,0.7,6.39,2278
Herbert Bockhorn Bochum,27, D(R),M(R),,6(11),-,-,0.4,0.2,0.9,1.2,-,0.5,1,6.39,751
Felix Passlack Borussia Dortmund,24, D(LR),M(CR),,5(5),1,-,0.3,0.2,0.3,0.8,0.1,0.2,0.8,6.39,470
Marin Pongracic Borussia Dortmund,24, D(C),,,9(8),-,-,-,0.1,0.4,-,-,-,0.3,6.39,823
Sascha Burchert Greuther Fuerth,32, GK,,,14,-,-,-,0.1,-,0.1,-,-,-,6.38,1260
Dominique Heintz Union Berlin,28, D(CL),,,7,-,-,0.1,0.1,0.4,0.3,0.1,-,0.4,6.38,474
Sebastian Andersson FC Koln,30, FW,,,13(13),3,1,1.3,0.5,0.2,0.7,0.2,0.7,2,6.38,1254
Patrick Herrmann Borussia M.Gladbach,31, M(LR),FW,,5(18),-,4,0.6,0.8,0.4,0.3,0.2,0.3,0.7,6.38,744
Marcel Sabitzer Bayern,28, M(CLR),FW,,8(17),1,1,0.8,0.4,0.2,0.6,-,0.4,0.5,6.38,900
Justin Hoogma Greuther Fuerth,23, D(C),,,3,-,-,0.3,0.3,-,-,-,-,-,6.38,270
Jeremy Dudziak Greuther Fuerth,26, D(LR),M(CL),,15(7),2,-,0.7,0.6,0.6,1.1,0.1,1,1.3,6.38,1139
Edimilson Fernandes Arminia Bielefeld,26, M(CR),,,2(5),-,-,0.6,0.9,0.4,0.1,-,0.9,0.7,6.38,282
Dodi Lukébakio Hertha Berlin,24, AM(CLR),FW,,2(1),1,-,1.3,-,1,1.7,0.3,0.3,1.3,6.37,176
Roberto Massimo Stuttgart,21, M(R),,,11(8),2,-,1.1,0.6,0.8,0.2,0.2,0.5,1.6,6.37,879
Julian Chabot FC Koln,24, D(C),,,2(2),-,-,-,-,0.3,1.8,-,-,0.8,6.37,208
Ajdin Hrustic Eintracht Frankfurt,25, M(CLR),,,9(14),2,-,1.3,0.4,0.5,0.3,-,0.8,0.9,6.37,960
Andreas Voglsammer Union Berlin,30, AM(LR),FW,,5(27),2,1,1,0.3,0.3,0.5,0.4,0.3,0.6,6.37,865
Tobias Strobl Augsburg,32, D(CR),DMC,,4(1),-,-,0.4,0.2,0.2,0.4,-,0.6,1.4,6.37,325
Hans Nunoo Sarpei Greuther Fuerth,23, D(C),DMC,,7(1),-,-,0.4,-,0.4,2,-,0.1,0.4,6.36,643
Timothy Chandler Eintracht Frankfurt,32, D(R),M(LR),,15(2),-,-,0.8,0.6,0.2,0.4,0.2,0.4,0.9,6.36,1218
Marcus Ingvartsen Mainz,26, AM(CR),FW,,6(20),6,-,1,0.2,0.3,0.5,0.2,0.4,1.4,6.36,668
Mike van der Hoorn Arminia Bielefeld,29, D(C),,,0(1),-,-,-,-,-,1,-,-,-,6.36,13
Sebastian Rudy Hoffenheim,32, D(R),M(CR),,7(14),3,1,0.7,0.3,0.1,0.3,-,0.4,0.5,6.36,764
Marcel Lotka Hertha Berlin,21, GK,,,9(1),-,-,-,-,-,0.5,-,-,0.1,6.36,884
Jetro Willems Greuther Fuerth,28, D(L),DMC,M(L),20(4),1,-,0.5,0.5,0.6,0.5,-,0.5,1.1,6.36,1612
Sven Michel Union Berlin,31, AM(L),FW,,2(11),3,1,0.7,0.4,0.1,0.3,0.2,0.7,1.3,6.35,330
Kevin Behrens Union Berlin,31, FW,,,2(22),2,2,0.7,0.3,0.2,0.2,-,0.3,0.8,6.35,480
Patrick Osterhage Bochum,22, M(C),,,6(6),-,1,0.3,0.3,0.5,0.6,-,1.1,1.3,6.34,574
András Schäfer Union Berlin,23, M(C),,,1(7),1,1,0.9,0.5,0.5,0.3,-,0.1,0.6,6.34,233
Dominique Heintz Freiburg,28, D(CL),,,0(1),-,-,-,-,-,-,-,-,-,6.34,28
Marcus Ingvartsen Union Berlin,26, AM(CR),FW,,2,-,-,0.5,-,1,0.5,-,0.5,2,6.34,124
Márton Dárdai Hertha Berlin,20, D(C),,,9(3),-,1,0.3,0.2,0.3,0.5,-,0.3,0.4,6.34,759
Davie Selke Hertha Berlin,27, FW,,,10(15),4,-,1,0.3,0.1,0.8,0.2,0.5,0.9,6.34,997
Bryan Lasme Arminia Bielefeld,23, FW,,,7(16),2,-,0.6,0.3,0.5,0.5,0.4,0.7,1.8,6.33,869
Havard Nielsen Greuther Fuerth,28, AM(CL),FW,,14(12),2,-,1.1,0.2,0.6,0.9,0.4,0.7,1.9,6.33,1371
Marwin Hitz Borussia Dortmund,34, GK,,,4(1),-,-,-,-,-,-,-,-,-,6.33,405
Jannes Horn FC Koln,25, D(CL),M(L),,3(8),-,-,0.3,0.5,0.4,0.7,-,0.2,0.5,6.33,474
Keven Schlotterbeck Freiburg,25, D(C),,,3(9),-,-,0.1,0.1,-,0.2,-,0.1,0.1,6.33,311
Janni Serra Arminia Bielefeld,24, FW,,,15(11),3,2,0.9,0.5,0.2,0.5,0.2,1,1.9,6.33,1125
Jens Petter Hauge Eintracht Frankfurt,22, AM(CLR),,,9(17),2,2,0.7,0.5,1,0.4,-,0.9,1.3,6.33,1031
Kevin Vogt Hoffenheim,30, D(CR),M(C),,29(1),-,2,0.1,0.2,0.1,0.6,-,0.1,0.4,6.33,2570
Marco John Hoffenheim,20, M(L),,,0(2),-,-,-,-,0.5,-,-,-,-,6.33,40
Gonçalo Paciência Eintracht Frankfurt,27, FW,,,4(14),3,-,1.6,0.3,0.7,0.7,0.2,0.8,1,6.31,505
Danny da Costa Eintracht Frankfurt,28, D(R),M(R),,7(4),-,-,0.2,0.2,0.5,0.2,-,0.2,1,6.31,724
Christoph Kramer Borussia M.Gladbach,31, DMC,,,7(11),-,-,0.2,0.2,0.5,0.3,-,0.6,0.7,6.31,742
Tobias Raschl Greuther Fuerth,22, M(C),,,7(3),-,1,0.5,0.2,0.9,0.8,0.1,1.3,1.9,6.3,598
Kevin Stöger Mainz,28, M(CL),,,1(22),1,1,0.7,0.6,0.3,0.4,-,0.2,0.5,6.3,403
Cedric Itten Greuther Fuerth,25, FW,,,7(5),2,-,1.3,0.3,0.2,0.5,0.3,1.1,2.2,6.3,634
Janik Haberer Freiburg,28, M(CLR),FW,,7(19),3,-,0.5,-,0.1,0.4,-,0.2,0.5,6.3,806
Ermedin Demirovic Freiburg,24, FW,,,9(22),2,3,0.8,0.3,0.3,0.2,0.4,0.5,1,6.3,862
Wahidullah Faghir Stuttgart,18, Forward,,,0(6),1,-,0.8,-,0.8,0.5,0.3,0.2,0.7,6.3,120
Linus Gechter Hertha Berlin,18, D(C),,,6(7),1,-,0.4,0.3,0.1,-,-,0.1,0.6,6.3,713
Malik Tillman Bayern,20, Forward,,,1(3),-,-,0.3,0.8,-,0.3,-,0.5,1.5,6.3,103
Mijat Gacinovic Hoffenheim,27, M(CLR),,,1(3),-,-,0.3,-,0.8,0.3,-,0.5,0.5,6.3,108
Raphael Framberger Augsburg,26, D(R),M(R),,9(14),-,-,-,0.5,0.3,0.3,-,0.1,0.6,6.29,840
Daley Sinkgraven Leverkusen,26, D(L),M(CL),,3(9),-,-,0.1,0.2,0.4,0.3,-,0.4,0.4,6.29,346
Louis Schaub FC Koln,27, AM(CR),,,6(22),1,2,0.5,0.4,0.7,0.3,0.1,0.5,0.7,6.29,640
Fredrik Jensen Augsburg,24, AM(C),FW,,2(10),-,1,0.5,0.5,0.2,0.3,-,0.1,0.5,6.29,410
Daniel Didavi Stuttgart,32, AM(CR),FW,,2(8),-,1,0.7,0.6,0.5,0.7,0.2,0.6,0.9,6.29,272
Håvard Nordtveit Hoffenheim,31, D(CR),DMC,,1(10),-,-,0.1,0.1,0.2,0.4,-,0.1,0.1,6.29,295
Andi Zeqiri Augsburg,22, FW,,,11(11),2,1,1.4,0.5,0.4,0.7,0.5,0.9,1.9,6.29,1032
Krzysztof Piatek Hertha Berlin,26, FW,,,4(5),1,-,1.3,-,0.7,0.7,0.7,0.8,1.2,6.29,346
Almamy Touré Eintracht Frankfurt,26, D(CR),M(R),,5(5),-,-,0.6,-,0.2,0.2,0.1,0.6,0.9,6.28,509
Mateo Klimowicz Stuttgart,21, AM(C),FW,,7(8),-,1,0.7,0.3,0.7,0.6,0.1,0.5,1.1,6.28,602
Maximilian Bauer Greuther Fuerth,22, D(C),,,18(8),-,-,0.2,-,-,0.4,-,0.1,0.2,6.28,1687
Jacob Bruun Larsen Hoffenheim,23, AM(CL),,,9(16),4,1,0.7,0.6,0.4,0.1,0.2,0.2,0.9,6.28,804
Tanguy Coulibaly Stuttgart,21, M(CLR),FW,,11(10),-,1,0.6,0.4,1,0.7,0.3,0.7,2,6.27,1082
Felix Uduokhai Augsburg,24, D(C),,,8(5),-,-,0.2,-,0.6,0.5,-,0.4,0.1,6.27,784
Deyovaisio Zeefuik Hertha Berlin,24, D(R),M(R),,6(5),-,-,-,0.4,0.2,0.7,0.1,0.5,0.5,6.27,563
Timothy Fosu-Mensah Leverkusen,24, D(CR),,,0(6),-,-,-,0.3,0.2,-,-,-,0.3,6.27,140
Gonzalo Castro Arminia Bielefeld,34, D(L),M(CR),,4(8),1,1,0.7,0.3,0.2,0.3,0.2,0.2,0.8,6.27,433
Niklas Tauer Mainz,21, Midfielder,,,6(5),-,-,0.2,-,0.2,0.4,-,-,0.5,6.27,487
Soma Novothny Bochum,27, Forward,,,0(6),1,-,0.5,-,-,0.3,-,-,0.3,6.27,75
Kevin-Prince Boateng Hertha Berlin,35, M(CLR),FW,,9(10),-,-,0.5,0.4,0.3,1.1,0.1,0.7,0.9,6.26,696
Christopher Antwi-Adjei Bochum,28, AM(CLR),,,11(13),1,1,1.1,0.3,0.5,1.1,0.4,0.8,2.1,6.26,1038
Jurgen Ekkelenkamp Hertha Berlin,22, AM(C),,,6(15),3,-,0.7,0.4,0.3,0.2,-,0.5,1.3,6.26,713
David Nemeth Mainz,21, Defender,,,2(4),-,-,-,-,0.2,0.2,-,0.2,0.5,6.26,309
Vincent Vermeij Freiburg,27, FW,,,0(1),-,-,-,-,1,-,-,-,-,6.25,2
Robert Skov Hoffenheim,26, D(L),M(LR),,3(9),-,1,1,0.8,0.2,0.4,-,0.1,0.6,6.25,362
Kingsley Schindler FC Koln,28, D(R),M(R),FW,1(17),1,2,0.2,0.3,-,0.3,0.1,0.2,0.3,6.25,335
Nadiem Amiri Leverkusen,25, M(CLR),,,3(10),1,-,0.6,0.2,0.2,0.8,-,0.7,0.7,6.25,362
Sargis Adamyan Hoffenheim,29, AM(CLR),FW,,2(11),1,-,0.2,0.3,0.5,0.6,0.3,0.4,0.9,6.25,324
Hwang Hee-Chan RBL,26, AM(CLR),FW,,0(2),-,-,0.5,-,1,1,-,-,1,6.25,47
Tim Lemperle FC Koln,20, Midfielder,,,0(13),2,-,0.5,0.5,0.3,0.2,-,0.4,0.3,6.24,137
Erik Thommy Stuttgart,27, M(CLR),,,1(10),-,-,0.9,0.8,0.4,0.5,0.2,0.2,0.6,6.24,267
Nikolas Nartey Stuttgart,22, M(CL),,,4(4),-,-,0.1,0.5,0.3,0.6,0.1,0.4,1.1,6.24,401
Andrey Lunev Leverkusen,30, GK,,,1,-,-,-,-,-,-,-,-,-,6.24,90
Lucas Copado Bayern,18, Forward,,,0(1),-,-,1,-,1,-,-,-,1,6.24,16
László Bénes Borussia M.Gladbach,24, AM(C),,,2(11),-,-,0.5,0.4,0.1,0.7,-,0.1,0.5,6.24,239
Sam Lammers Eintracht Frankfurt,25, FW,,,5(10),1,-,0.8,0.1,0.5,0.1,0.1,0.4,1.7,6.24,515
Tomás Ostrák FC Koln,22, Midfielder,,,0(5),-,1,0.4,0.4,0.4,-,-,0.6,0.4,6.24,26
Ádám Szalai Mainz,34, FW,,,2(10),1,-,0.8,0.3,0.3,0.3,0.4,0.6,1.3,6.24,255
Lukas Klünter Hertha Berlin,26, D(CR),M(R),,2(3),-,-,-,0.4,0.6,0.4,-,0.4,0.8,6.23,193
Noah Katterbach FC Koln,21, D(L),,,0(1),-,-,-,-,1,1,-,-,-,6.23,16
Ricardo Pepi Augsburg,19, FW,,,4(7),-,-,0.7,0.5,0.2,0.4,0.3,0.5,1.2,6.22,476
Myziane Maolida Hertha Berlin,23, AM(LR),FW,,9(5),1,1,1,0.3,0.9,0.4,0.2,1.3,1.4,6.22,780
Cimo Röcker Hertha Berlin,28, Defender,,,0(1),-,-,-,1,-,-,-,-,-,6.22,21
Sven Ulreich Bayern,33, GK,,,6,-,-,-,-,-,0.2,-,-,-,6.22,540
Carlos Gruezo Augsburg,27, DMC,,,9(8),-,-,0.6,0.2,0.2,0.2,-,0.5,0.6,6.22,971
Hugo Novoa RBL,19, Forward,,,1(7),1,-,0.3,0.3,0.1,0.5,0.1,0.5,1.4,6.21,130
Noah Sarenren Bazee Augsburg,25, AM(R),,,1(13),1,-,0.5,0.1,0.2,0.2,-,0.3,0.9,6.21,230
