Player.1,Age,position1,position2,position3,Apps,Goals,Assists,SpG,KeyP,Drb,Fouled,Off,Disp,UnsTch,Rating,Mins
Aleksandr Kokorin Fiorentina,31, AM(CLR),FW,,0(6),-,-,-,-,-,0.3,-,-,0.8,6.01,50
Felipe Caicedo Inter,33, FW,,,0(3),-,-,-,0.3,-,-,-,0.7,0.3,6,21
Damir Ceter Cagliari,24, Forward,,,0(1),-,-,-,-,-,-,-,-,-,6,5
Daniel Fuzato Roma,24, GK,,,1,-,-,-,-,-,-,-,-,-,6,1
Dimitrios Keramitsis Roma,17, Defender,,,0(1),-,-,-,-,-,-,-,-,-,6,1
Edoardo Goldaniga Sassuolo,28, D(CR),,,0(1),-,-,-,-,-,-,-,-,-,6,1
Riccardo Pinzi Udinese,18, Midfielder,,,0(1),-,-,-,-,-,-,-,-,-,6,1
Edoardo Vergani Salernitana,21, Forward,,,1(5),-,-,-,-,-,0.2,0.2,0.2,1.2,6,98
Christos Kourfalidis Cagliari,19, Midfielder,,,0(2),-,-,0.5,-,-,-,-,-,0.5,6,17
Matìas Soulé Juventus,19, Midfielder,,,0(2),-,-,1,-,-,-,-,-,-,6,4
Patrick Leal Venezia,19, Midfielder,,,0(1),-,-,-,-,-,-,-,-,-,5.99,1
Sebastien De Maio Udinese,35, D(C),,,2,-,-,-,0.5,0.5,-,-,-,1,5.99,180
Riccardo Calafiori Genoa,20, Defender,,,1(2),-,-,0.3,-,-,-,-,-,0.3,5.99,81
Cristiano Ronaldo Juventus,37, M(L),FW,,0(1),-,-,1,1,1,1,1,-,-,5.98,31
Giovanni Simeone Cagliari,26, AM(R),FW,,0(1),-,-,-,-,-,-,-,-,-,5.98,6
Luca Gagliano Cagliari,21, Forward,,,0(2),-,-,-,-,-,-,-,-,-,5.98,11
Filippo Delli Carri Salernitana,23, Defender,,,3(2),-,-,0.8,0.2,0.2,0.4,-,0.2,1.2,5.97,334
Filippo Distefano Fiorentina,18, Forward,,,0(1),-,-,-,-,-,-,1,-,-,5.97,1
Mario Perrone Salernitana,19, Defender,,,0(1),-,-,-,-,-,-,-,-,-,5.97,13
Samuel Mráz Spezia,25, Forward,,,0(2),-,-,0.5,-,-,-,0.5,-,-,5.94,52
Emil Ceïde Sassuolo,20, Forward,,,0(6),-,-,-,-,0.2,-,-,1,0.7,5.93,49
Giovanni Crociata Empoli,24, Midfielder,,,0(1),-,-,1,-,-,-,-,1,-,5.93,14
Sebastian Giovinco Sampdoria,35, AM(C),FW,,0(2),-,-,0.5,-,-,-,-,-,1,5.93,37
Andrea Favilli Genoa,25, FW,,,0(1),-,-,-,-,-,1,1,1,3,5.92,36
Samuel Di Carmine Verona,33, FW,,,0(1),-,-,1,-,-,2,-,-,2,5.92,35
Vladyslav Supryaha Sampdoria,22, Forward,,,0(1),-,-,-,-,-,-,-,-,2,5.92,23
Luka Bogdan Salernitana,26, Defender,,,4(2),-,-,0.3,-,-,0.2,-,-,0.3,5.92,396
Nicola Ravaglia Sampdoria,33, GK,,,0(1),-,-,-,-,-,-,-,-,-,5.91,4
Marley Aké Juventus,21, Forward,,,0(4),-,-,-,-,-,0.5,-,0.3,0.8,5.9,73
Frédéric Veseli Salernitana,29, D(CLR),,,8(1),-,-,0.1,-,0.2,0.1,-,0.3,0.2,5.88,599
Laurens Serpe Genoa,21, Defender,,,0(1),-,-,-,-,-,-,-,-,-,5.87,45
Martin Palumbo Juventus,20, Midfielder,,,0(1),-,-,-,-,-,-,-,-,-,5.86,12
Luca Vignali Spezia,26, D(R),,,1(1),-,-,-,-,-,-,0.5,-,1,5.86,85
Vincenzo Fiorillo Salernitana,32, GK,,,1,-,-,-,-,-,-,-,-,-,5.7,90
Ramzi Aya Salernitana,32, Defender,,,2,-,-,0.5,-,-,-,-,-,-,5.31,136
Gianluca Pegolo Sassuolo,41, GK,,,1,-,-,-,-,-,-,-,-,-,5,90
Ionut Radu Inter,25, GK,,,1,-,-,-,-,-,-,-,-,1,4.9,90
