Player.1,Age,position1,position2,position3,Apps,Goals,Assists,SpG,KeyP,Drb,Fouled,Off,Disp,UnsTch,Rating,Mins
Jaume Costa Mallorca,34, D(LR),M(L),,21(4),-,4,0.4,0.8,0.4,1,0.1,0.2,0.6,6.61,1831
Jesús Vázquez Valencia,19, Defender,,,8(7),-,-,0.3,0.4,1.7,0.5,-,0.7,1.9,6.6,813
Luis Abram Granada,26, D(C),,,6(2),-,-,0.3,-,-,0.5,-,-,-,6.6,560
Isco Real Madrid,30, M(CLR),FW,,3(11),1,-,0.6,0.7,1.2,0.6,-,0.5,0.7,6.6,323
Unai Simón Athletic Bilbao,24, GK,,,34,-,-,-,-,-,-,-,-,-,6.6,3060
Maximiliano Gómez Valencia,25, FW,,,21(8),5,1,1.5,0.6,0.2,1.9,0.3,0.7,2,6.6,1961
Antonio Puertas Granada,30, M(LR),,,25(8),6,1,1,0.5,0.9,0.9,0.3,1.2,1.7,6.59,2272
Anthony Lozano Cadiz,29, AM(L),FW,,21(10),7,2,1.6,0.3,1.2,1.2,0.3,1.4,2.1,6.59,1680
Rubén Sobrino Valencia,30, AM(LR),FW,,0(1),-,-,-,-,1,-,-,-,-,6.59,13
Eden Hazard Real Madrid,31, M(CLR),FW,,7(11),-,1,0.7,1.5,1.4,1.7,0.2,0.6,1.2,6.59,714
Íñigo Lekue Athletic Bilbao,29, D(LR),M(LR),,22(3),-,2,0.3,0.5,0.5,0.4,-,0.4,1.1,6.59,1928
Willian José Real Betis,30, FW,,,19(13),8,4,1.1,0.7,0.2,0.7,0.2,1.1,1.1,6.59,1612
Daniel Wass Valencia,33, D(LR),M(CLR),,19,1,1,1.5,0.7,0.4,0.9,-,0.4,0.6,6.59,1592
Martín Merquelanz Rayo Vallecano,26, Forward,,,3(1),-,-,0.5,1.8,0.8,0.5,-,0.8,1.3,6.58,176
Matt Miazga Deportivo Alaves,26, D(C),,,9(2),-,-,0.6,0.2,-,0.2,-,-,0.5,6.58,831
Joseph Aidoo Celta Vigo,26, D(C),,,30(2),-,-,0.2,0.2,0.3,0.6,-,0.2,0.4,6.58,2641
Álex Collado Granada,23, AM(C),,,13(4),2,1,1,1,0.8,0.9,-,1.1,1.7,6.58,1027
Paul Akouokou Real Betis,24, DMC,,,6(2),-,-,0.3,0.4,0.8,0.3,-,0.6,0.3,6.58,518
Unai García Osasuna,30, D(C),,,15(3),-,-,0.4,0.2,0.2,0.4,-,0.1,0.6,6.58,1407
Youssef En-Nesyri Sevilla,25, FW,,,15(8),5,1,1.6,0.3,0.2,0.4,0.8,0.5,1.1,6.58,1282
Adnan Januzaj Real Sociedad,27, AM(CLR),,,17(16),3,-,1.3,1,1.4,1.5,0.1,1.4,2.4,6.57,1626
Kieran Trippier Atletico,31, D(R),M(R),,12(3),-,-,0.1,0.5,0.5,0.4,0.3,0.3,0.6,6.57,979
Iza Cadiz,29, D(R),,,17(8),-,1,0.4,0.4,0.4,1,-,0.6,1.1,6.57,1546
Alexander Sørloth Real Sociedad,26, FW,,,20(13),4,-,1.1,0.7,1.2,0.4,0.4,1.6,2.2,6.56,1760
Jofre Carreras Espanyol,20, Forward,,,0(3),-,1,-,0.7,-,1.3,-,-,0.3,6.56,17
Omar Mascarell Elche,29, DMC,,,30(2),-,-,0.4,0.2,0.4,0.7,-,0.3,0.6,6.56,2504
Luis Rioja Deportivo Alaves,28, AM(L),,,36(1),1,3,1.2,0.9,1.9,1.1,0.3,1.4,2.7,6.56,3128
Gareth Bale Real Madrid,32, M(CLR),FW,,4(1),1,-,3,0.4,0.2,-,0.2,0.4,1,6.56,283
Jasper Cillessen Valencia,33, GK,,,17,-,1,-,0.1,-,0.1,-,-,-,6.56,1458
Neto Barcelona,32, GK,,,3,-,-,-,0.3,-,-,-,-,-,6.56,270
Iván Balliu Rayo Vallecano,30, D(R),,,35,1,2,0.4,1.3,0.6,1.6,0.1,0.6,1.1,6.56,3148
Raúl García Athletic Bilbao,35, M(CLR),FW,,24(11),6,2,1.3,0.5,0.3,0.9,0.3,0.4,0.8,6.56,1816
Mikel Balenziaga Athletic Bilbao,34, D(L),,,23(3),-,-,0.3,0.3,0.2,0.5,-,0.5,0.5,6.55,2027
Manu Sánchez Osasuna,21, D(L),,,25(8),1,3,0.2,0.6,0.7,0.5,-,0.8,1.1,6.55,2260
Borja Iglesias Real Betis,29, FW,,,18(15),10,-,1.2,0.5,0.4,0.9,0.2,0.9,1.4,6.55,1574
Rafa Mir Sevilla,24, FW,,,18(16),10,-,1.8,0.2,0.4,0.5,0.7,0.5,1.7,6.54,1804
Luis Suárez Atletico,35, AM(CLR),FW,,20(15),11,2,1.5,0.4,0.2,0.7,0.3,0.3,1.3,6.54,1837
Ander Barrenetxea Real Sociedad,20, AM(LR),,,6(5),1,1,0.7,0.5,1.4,1.5,0.1,1.5,2.1,6.54,549
Luuk de Jong Barcelona,31, AM(C),FW,,6(15),6,-,1.1,0.2,0.1,0.6,0.3,0.7,1.3,6.54,643
Takefusa Kubo Mallorca,21, AM(CLR),FW,,17(11),1,-,1.7,1.1,1.4,1.7,0.2,1.1,2.1,6.54,1610
Mariano Real Madrid,28, FW,,,3(6),1,1,1.6,0.7,0.7,-,0.4,0.4,0.4,6.54,340
Enis Bardhi Levante,26, M(CLR),,,17(13),3,3,1.4,1.4,1.3,1.5,0.1,1.1,1.7,6.54,1699
Lluís Recasens Espanyol,20, Defender,,,0(1),-,-,-,-,-,-,-,-,-,6.54,45
Álex Fernández Cadiz,29, AM(CL),,,22(10),3,2,0.7,0.7,0.3,0.7,0.1,0.8,0.9,6.54,2051
Javier Puado Espanyol,24, AM(LR),FW,,26(4),4,1,1.3,0.7,1,0.8,0.2,1.1,1.4,6.54,2258
Fali Cadiz,28, D(C),DMC,,23(5),-,2,0.5,0.3,-,0.4,-,0.1,0.4,6.54,1813
Mario Hermoso Atletico,26, D(CL),,,22(5),2,1,0.6,0.3,0.3,0.4,-,0.2,0.4,6.54,1872
Serge Aurier Villarreal,29, D(CLR),M(R),,10(9),-,1,0.6,0.3,0.7,0.3,0.1,0.6,0.8,6.53,1003
Esteban Saveljich Rayo Vallecano,31, D(C),,,21,-,-,0.4,-,-,0.1,0.1,0.1,0.1,6.53,1708
Sime Vrsaljko Atletico,30, D(LR),M(R),,10(11),1,2,0.2,0.1,0.2,0.2,0.1,0.3,0.7,6.53,910
Roger Martí Levante,31, FW,,,25(4),7,3,1.7,0.8,0.5,1,0.4,0.8,2,6.53,2124
Samuel Umtiti Barcelona,28, D(CL),,,1,-,-,-,-,-,1,1,-,-,6.53,90
Matheus Cunha Atletico,23, AM(CL),FW,,8(21),6,4,1.3,0.3,0.2,0.9,-,0.4,1.1,6.53,1053
Nico González Barcelona,20, M(C),,,12(15),2,1,0.6,0.5,1.3,0.7,-,0.7,1.4,6.53,1111
Sergi Roberto Barcelona,30, D(R),M(CR),,4(5),2,1,0.4,0.4,0.3,0.4,0.1,0.2,0.6,6.53,400
Antonio Raíllo Mallorca,30, D(C),,,17,2,-,0.5,-,-,0.8,0.1,0.1,0.5,6.53,1530
Kike Pérez Elche,25, AM(C),,,5(7),2,-,0.8,0.5,0.8,0.5,0.1,0.9,1.4,6.53,518
Jonás Ramalho Osasuna,28, D(CR),,,3,-,-,0.7,-,-,-,-,0.3,1,6.52,245
Ferran Jutglà Barcelona,23, Forward,,,4(2),1,-,1.7,0.3,0.3,1,0.2,0.5,0.8,6.52,303
Felipe Atletico,33, D(C),,,15(11),2,1,0.4,0.2,0.1,0.5,0.1,0.1,0.3,6.52,1499
Salva Sevilla Mallorca,38, M(CL),,,17(11),5,3,0.9,1,0.2,0.3,-,0.2,0.7,6.52,1510
Sergi Gómez Espanyol,30, D(CR),,,31,1,2,0.3,0.1,-,0.1,-,0.1,0.2,6.52,2724
Pervis Estupiñán Villarreal,24, D(L),,,17(11),-,1,0.5,0.5,0.6,0.4,0.4,0.5,0.9,6.52,1574
Pere Milla Elche,29, AM(CL),FW,,18(15),8,3,0.9,0.4,0.5,1.5,0.3,1,1.6,6.51,1640
Nemanja Gudelj Sevilla,30, D(C),M(C),,9(12),-,-,0.2,0.1,-,0.4,-,0.1,0.3,6.51,1040
Néstor Araújo Celta Vigo,30, D(C),,,29(5),-,-,0.2,0.1,0.1,0.3,-,0.1,0.3,6.51,2617
Óscar Rodríguez Getafe,23, AM(CLR),,,9(9),-,1,1.4,0.6,0.6,0.6,0.1,0.7,1.1,6.51,946
Marc-André ter Stegen Barcelona,30, GK,,,35,-,-,-,-,0.1,0.2,-,-,-,6.51,3150
Rubén Sánchez Espanyol,21, Defender,,,1(3),-,1,0.3,0.3,0.8,0.3,-,0.3,1,6.51,148
Sergio Escudero Granada,32, D(L),M(L),,15(12),2,1,0.8,0.5,0.1,0.7,0.2,0.4,0.7,6.5,1429
Gonzalo Melero Levante,28, AM(C),FW,,20(9),7,2,0.8,0.6,0.4,0.9,0.1,0.9,1.1,6.5,1697
Aridane Hernández Osasuna,33, D(C),,,12(3),-,-,0.1,0.1,0.1,0.3,0.2,0.1,0.3,6.5,1159
Florian Lejeune Deportivo Alaves,31, D(C),,,30,-,-,0.7,0.2,0.1,0.2,0.1,-,0.3,6.5,2700
Domingos Duarte Granada,27, D(C),,,19(2),1,-,0.3,0.1,0.1,0.7,-,-,0.3,6.5,1689
Rubén Sobrino Cadiz,30, AM(LR),FW,,19(14),4,1,1,0.4,1,1,0.1,1,1.8,6.5,1856
Víctor Laguardia Deportivo Alaves,32, D(C),,,34,3,2,0.4,0.1,-,0.2,0.1,0.1,0.3,6.5,3044
Okay Yokuslu Getafe,28, D(C),DMC,,5(6),-,-,0.4,-,0.5,0.5,-,0.3,0.5,6.49,463
Josan Elche,32, D(R),M(R),,10(21),2,3,0.4,0.6,0.9,1,0.1,0.5,0.7,6.49,1200
Fernando Pacheco Deportivo Alaves,30, GK,,,34,-,-,-,0.1,-,0.1,-,-,0.1,6.49,3054
Jorge Miramón Levante,33, D(R),M(R),,22(7),1,-,0.2,0.6,0.7,0.8,-,0.7,1.1,6.49,1976
Héctor Herrera Atletico,32, M(C),,,8(13),-,-,0.4,0.5,0.8,0.4,-,0.1,0.7,6.49,852
Quini Granada,32, D(LR),,,27(5),-,1,0.5,0.6,0.5,0.4,-,0.6,1,6.49,2305
Hugo Duro Valencia,22, AM(L),FW,,22(8),7,1,1,0.5,0.4,1.5,0.2,1.1,1.9,6.49,1847
Martin Valjent Mallorca,26, D(C),,,36,-,-,0.3,0.2,0.1,0.2,-,0.1,0.3,6.49,3183
Óscar Mingueza Barcelona,23, D(CR),,,9(10),-,1,0.1,0.5,0.3,0.2,0.1,0.3,0.4,6.49,892
Varazdat Haroyan Cadiz,29, D(C),,,16(1),1,-,0.2,0.2,0.2,0.4,0.1,0.1,0.4,6.49,1439
Sergi Guardiola Rayo Vallecano,31, FW,,,20(12),8,2,1.6,0.5,0.4,0.9,0.4,1,1.8,6.49,1716
Luis Hernández Cadiz,33, D(CR),,,15(1),-,-,0.4,0.3,-,0.4,0.1,0.1,0.2,6.49,1366
Aitor Fernández Levante,31, GK,,,13,-,-,-,-,-,0.2,-,-,-,6.49,1167
Carlos Neva Granada,25, D(L),M(L),,24(2),-,-,0.2,0.5,0.3,0.8,-,0.3,0.8,6.48,2115
Antonio Sivera Deportivo Alaves,25, GK,,,3(1),-,-,-,-,-,-,-,-,-,6.48,276
Unai Vencedor Athletic Bilbao,21, DMC,,,29(5),-,-,0.6,0.4,0.7,1,-,0.6,0.7,6.48,2397
Aihen Muñoz Real Sociedad,24, D(L),,,15(5),-,-,0.4,0.3,0.7,0.7,-,0.6,1.2,6.48,1345
Enzo Roco Elche,29, D(C),,,29(1),1,-,0.4,0.1,0.2,0.2,-,0.1,0.5,6.48,2555
Germán Sánchez Granada,35, D(C),,,25(7),2,1,0.4,0.2,-,0.8,-,-,0.1,6.47,2298
Kike García Osasuna,32, FW,,,18(15),5,1,1.6,0.6,0.4,1.1,0.3,1.1,2.5,6.47,1860
Karim Rekik Sevilla,27, D(CL),,,11(7),-,2,0.2,0.3,0.3,0.4,0.1,0.3,0.9,6.47,1095
Rodri Real Betis,22, AM(R),,,10(11),1,2,0.7,0.8,0.8,0.7,-,0.5,0.7,6.47,882
Mario Gila Real Madrid,21, Defender,,,0(2),-,-,-,-,0.5,-,-,-,-,6.47,24
Vicente Iborra Villarreal,34, M(C),,,12(8),-,1,0.4,0.1,0.1,0.5,-,0.3,0.3,6.47,1032
Renan Lodi Atletico,24, D(L),M(L),,13(16),2,2,0.3,0.4,0.6,0.7,0.1,0.4,0.8,6.47,1181
Tete Morente Elche,25, AM(CR),,,18(14),3,3,0.9,0.5,0.9,0.7,0.3,0.4,1.4,6.47,1636
Manolo Reina Mallorca,37, GK,,,23,-,-,-,-,-,0.2,-,-,-,6.47,1892
Juan Cruz Osasuna,29, D(CL),,,22(1),-,-,0.1,0.1,0.4,0.2,-,0.5,0.4,6.46,1935
Dimitri Foulquier Valencia,29, D(CLR),M(R),,25(4),-,1,0.6,0.4,0.8,1.4,-,0.4,0.7,6.46,2337
Gerard Gumbau Elche,27, DMC,,,20(11),-,4,0.7,0.9,0.2,0.7,-,0.2,0.7,6.46,1891
Carlos Domínguez Celta Vigo,21, D(C),,,3(5),-,-,0.1,-,0.1,0.5,-,-,0.3,6.46,341
Chimy Avila Osasuna,28, AM(LR),FW,,22(14),6,1,1.8,0.5,0.5,1.1,0.4,0.6,1.3,6.46,1875
Oussama Idrissi Sevilla,26, AM(LR),,,2(3),-,-,0.8,0.2,1.6,0.8,0.4,0.6,0.4,6.46,127
Philippe Coutinho Barcelona,29, M(CLR),,,5(7),2,-,2,0.1,1.1,1.1,0.2,1.3,1.6,6.46,500
Pathé Ciss Rayo Vallecano,28, DMC,,,11(20),2,1,0.6,0.1,0.3,0.3,-,0.4,0.4,6.46,1087
Raúl Torrente Granada,21, D(C),,,15(3),-,-,0.2,0.2,0.1,0.6,0.1,-,0.2,6.46,1283
Dimitri Foulquier Granada,29, D(CLR),M(R),,2,-,-,-,0.5,-,1.5,-,1,1.5,6.46,180
Jon Pacheco Real Sociedad,21, D(C),,,4(6),-,-,-,-,-,0.1,-,-,0.3,6.45,376
Hugo Guillamón Valencia,22, D(C),DMC,,28(3),1,-,0.2,0.4,0.3,2,0.1,0.7,0.9,6.45,2368
Óliver Torres Sevilla,27, M(CLR),,,11(15),2,3,0.5,0.5,0.6,0.7,0.1,0.8,0.7,6.45,1008
Rúben Vezo Levante,28, D(CR),,,27(5),-,-,0.6,0.2,0.2,0.9,-,0.2,0.4,6.45,2420
Renato Tapia Celta Vigo,26, D(C),DMC,,13(16),-,-,0.4,0.1,0.2,0.9,-,0.4,0.4,6.45,1406
Gonzalo Montiel Sevilla,25, D(CR),M(R),,15(3),1,2,0.3,0.6,0.2,0.7,0.2,0.3,0.8,6.45,1073
Manu García Deportivo Alaves,24, M(CL),,,10(14),-,1,0.3,0.8,1.3,1.4,-,0.9,1.3,6.45,1075
Darío Benedetto Elche,32, FW,,,6(8),2,1,1.3,0.3,0.7,0.4,0.2,0.3,1.1,6.45,585
Stefan Mitrovic Getafe,32, D(C),,,31(1),-,-,0.1,0.1,0.1,0.1,-,0.1,0.3,6.45,2673
Paco Alcácer Villarreal,28, AM(R),FW,,10(8),1,3,1,0.4,0.3,0.4,0.4,0.4,1.1,6.45,792
Asier Illarramendi Real Sociedad,32, M(C),,,6(2),-,-,-,0.5,0.4,0.1,-,0.8,0.5,6.44,379
Carlos Clerc Levante,30, D(L),M(L),,18(1),-,-,0.1,0.6,1.2,0.9,-,0.3,0.8,6.44,1518
Tonny Vilhena Espanyol,27, D(L),M(CL),,13(4),1,1,0.9,0.6,0.7,0.6,0.1,0.7,1.4,6.44,937
Radamel Falcao Rayo Vallecano,36, FW,,,8(14),6,-,1.5,0.2,0.1,0.8,0.7,0.5,1.4,6.44,832
Claudio Bravo Real Betis,39, GK,,,17,-,-,-,0.1,-,0.1,-,-,-,6.44,1457
Nikola Maras Rayo Vallecano,26, D(C),,,11(5),-,-,0.1,0.2,0.1,0.3,-,-,0.3,6.44,1041
Pedro Ortiz Sevilla,21, Midfielder,,,0(1),-,-,1,1,-,-,-,-,-,6.44,6
Robert Navarro Real Sociedad,20, Midfielder,,,3(3),-,-,1.2,0.2,1.2,0.3,0.2,0.8,1.5,6.44,199
Tomás Alarcón Cadiz,23, DMC,,,16(7),-,1,0.7,0.6,0.2,0.4,-,0.4,0.7,6.44,1425
Alberto Perea Cadiz,31, AM(LR),,,8(10),-,1,0.9,0.7,1.6,1.1,-,1,1.6,6.44,776
Carles Aleñá Getafe,24, AM(CLR),,,30(3),1,2,1.4,0.6,0.5,1.1,-,1,1.4,6.44,2344
Coke Levante,35, D(CLR),M(R),,1(5),1,-,0.2,0.3,0.3,0.2,-,-,0.2,6.44,114
Daniel Cárdenas Levante,25, GK,,,24,-,-,-,-,-,0.1,-,-,-,6.43,2160
Toni Lato Valencia,24, D(L),,,7(4),-,1,-,0.3,0.7,0.5,0.1,0.6,0.4,6.43,591
Brian Oliván Mallorca,28, D(CL),,,24(4),1,-,0.7,0.7,0.3,0.3,0.1,0.3,0.6,6.43,2189
Suso Sevilla,28, AM(CLR),FW,,6(2),-,1,0.8,0.5,0.9,0.9,0.3,0.3,1,6.43,390
Kike Barja Osasuna,25, AM(LR),,,9(12),2,-,0.8,0.2,1.6,1.1,-,1.3,1.8,6.43,863
Dani García Athletic Bilbao,32, DMC,,,27(5),-,-,0.4,0.3,0.1,0.7,-,0.3,0.2,6.43,2194
Cote Osasuna,32, D(L),,,12(11),1,1,0.5,0.3,0.9,0.2,-,0.9,0.6,6.43,1083
Álex Sola Real Sociedad,22, Defender,,,0(2),-,-,0.5,0.5,1,1,-,-,1,6.43,39
Manu Morlanes Espanyol,23, DMC,,,11(16),2,-,0.3,0.2,0.5,0.4,-,0.2,0.4,6.42,1143
Victor Chust Cadiz,22, D(C),,,20(5),-,-,0.4,-,0.2,0.3,-,-,0.1,6.42,1830
Mouctar Diakhaby Valencia,25, D(C),,,21(8),-,1,0.3,0.1,0.4,0.6,-,0.1,0.5,6.42,1945
Alex Tirlea Deportivo Alaves,22, Defender,,,0(1),-,-,-,-,2,-,-,-,-,6.42,14
Gonzalo Verdú Elche,33, D(C),,,17(3),-,-,0.2,-,-,0.7,-,-,0.2,6.42,1388
Antonio Sánchez Mallorca,25, AM(CR),,,19(10),1,-,0.6,0.3,0.6,0.9,0.1,0.7,1.6,6.42,1622
Martín Aguirregabiria Deportivo Alaves,26, D(LR),M(R),,17(7),-,1,0.2,0.6,0.6,0.9,-,0.3,0.9,6.42,1619
Cristian Tello Real Betis,30, M(LR),,,5(18),2,2,1.3,0.7,0.4,0.2,0.2,0.6,0.6,6.42,807
Igor Zubeldia Real Sociedad,25, D(C),DMC,,19(7),-,1,0.3,0.1,0.1,0.2,-,-,0.3,6.41,1649
Fernando Calero Espanyol,26, D(C),,,13(3),-,-,0.1,0.1,0.3,0.4,-,0.1,0.5,6.41,1092
Marcos André Valencia,25, FW,,,8(21),1,3,1,0.4,0.5,0.8,0.1,0.8,0.9,6.41,963
Keidi Bare Espanyol,24, DMC,,,18(7),1,1,0.2,0.3,0.4,1.2,-,0.4,0.4,6.41,1488
Moi Gómez Villarreal,27, M(CLR),,,13(16),2,2,0.4,0.7,0.4,0.4,-,0.6,0.4,6.41,1280
Lee Kang-In Mallorca,21, AM(CR),FW,,15(15),1,2,1.2,0.7,1.3,1.2,-,1.1,1.6,6.41,1411
Óscar Rodríguez Sevilla,23, AM(CLR),,,4(7),-,-,1.3,0.5,1.1,0.5,0.1,0.4,1.3,6.41,416
Thiago Galhardo Celta Vigo,32, AM(CL),FW,,9(22),2,2,1,0.4,0.3,0.4,0.5,0.4,0.9,6.4,1135
Víctor Díaz Granada,33, D(CLR),,,19(4),1,-,0.6,0.1,0.2,0.2,-,-,0.2,6.4,1506
Joseba Zaldua Real Sociedad,29, D(R),,,14(10),-,-,0.3,0.2,0.1,0.8,-,0.3,0.5,6.4,1173
Randy Nteka Rayo Vallecano,24, AM(C),FW,,16(18),3,-,0.9,0.4,0.5,0.7,0.1,1,1.9,6.4,1462
Mario Gaspar Villarreal,31, D(CR),M(R),,7(5),-,-,0.3,0.4,0.3,0.2,-,0.2,0.4,6.4,622
Ludwig Augustinsson Sevilla,28, D(L),M(L),,9(10),-,1,0.2,0.5,0.1,0.5,-,0.2,0.6,6.4,790
Nemanja Radoja Levante,29, DMC,,,17(2),-,-,0.3,0.4,0.6,0.7,-,1.1,1.2,6.4,1224
Yunus Musah Valencia,19, M(CR),,,13(16),1,-,0.2,0.3,1.2,0.6,-,0.5,1.2,6.4,1262
Andrés Guardado Real Betis,35, D(L),M(CL),,17(11),-,1,0.5,0.4,0.2,0.6,-,0.1,0.5,6.4,1394
Uros Racic Valencia,24, DMC,,,13(15),-,-,0.6,0.2,0.5,0.9,-,0.3,0.7,6.4,1201
Rober Pier Levante,27, D(C),DMC,,21(6),1,-,0.3,0.1,0.2,0.4,-,0.1,0.6,6.4,2009
Lucas Pérez Elche,33, AM(CR),FW,,16(2),2,1,0.8,0.7,0.3,0.8,0.6,0.7,1.7,6.4,1279
Florentino Getafe,22, M(C),,,9(13),-,1,0.1,0.4,0.3,0.1,-,0.5,0.7,6.4,986
David López Espanyol,32, D(C),DMC,,8(10),-,-,0.3,0.2,0.1,0.3,-,0.1,0.4,6.4,744
Rober Real Betis,21, Forward,,,1(3),-,-,0.5,0.3,0.5,0.8,-,0.3,0.8,6.39,132
Guido Carrillo Elche,31, FW,,,11(18),2,-,0.8,0.2,0.3,0.9,0.2,0.5,1.2,6.39,1157
Darko Brasanac Osasuna,30, M(CR),,,27(8),1,2,0.5,0.8,0.4,0.7,0.3,0.7,1.2,6.39,2412
Aleix Vidal Espanyol,32, D(R),M(LR),,21(10),2,-,0.2,0.8,0.4,1,-,0.5,0.8,6.39,1908
Joaquín Real Betis,40, M(CLR),FW,,2(19),-,1,0.5,0.7,0.8,0.4,-,0.3,0.3,6.39,455
Son Levante,28, D(LR),,,22(4),1,-,0.5,0.6,0.7,0.5,0.1,0.2,1.3,6.39,1979
Fernando Niño Mallorca,21, FW,,,9(14),2,-,1,0.4,0.4,0.8,0.1,0.6,1,6.39,879
Dani Ceballos Real Madrid,25, M(CL),,,2(9),-,-,0.9,0.3,0.5,0.6,-,0.1,0.9,6.39,269
Ángel Rodríguez Mallorca,35, FW,,,19(10),4,2,1,0.4,0.4,0.8,0.6,0.7,1.6,6.37,1551
Óscar Melendo Espanyol,24, AM(CR),FW,,14(7),-,-,0.4,0.9,0.7,1.8,-,0.6,0.6,6.37,999
Ander Guevara Real Sociedad,24, DMC,,,11(6),-,-,0.1,0.4,0.2,0.3,-,0.2,0.6,6.37,872
Unai Dufur Osasuna,23, Defender,,,1,-,-,1,-,-,-,-,-,-,6.37,90
Mickaël Malsa Levante,26, DMC,,,11(15),1,2,0.5,0.4,0.3,0.6,-,0.4,0.7,6.37,1137
Bebé Rayo Vallecano,31, AM(LR),FW,,6(23),1,2,1.7,0.5,1,0.6,0.2,0.7,1.4,6.37,852
Pablo Martínez Levante,24, M(C),,,7(6),-,1,0.8,0.5,0.5,0.7,0.1,0.8,1.2,6.37,655
Ilaix Moriba Valencia,19, M(C),,,9(5),-,-,1,0.1,0.5,1.8,-,0.6,1.9,6.37,819
Nico Williams Athletic Bilbao,19, M(R),,,11(23),-,-,1,0.5,1.3,0.7,0.3,0.8,1.1,6.36,1330
Toni Moya Deportivo Alaves,24, DMC,,,17(11),-,1,0.4,0.8,0.7,0.4,-,0.4,0.9,6.36,1386
Jason Deportivo Alaves,27, M(R),,,10(4),-,1,0.6,1.2,0.4,0.9,-,0.5,0.9,6.36,683
Diego González Elche,27, D(CL),,,19(9),-,-,0.1,0.1,-,0.1,-,-,0.2,6.36,1790
Njegos Petrovic Granada,22, DMC,,,10(5),-,1,0.5,0.2,0.7,0.9,0.1,0.4,0.7,6.36,918
Ezequiel Ponce Elche,25, AM(L),FW,,5(8),1,-,1.2,0.5,1.1,0.8,0.5,1.5,1.7,6.36,664
Santiago Arias Granada,30, D(R),,,4(8),1,-,0.3,0.4,0.3,0.4,0.2,0.3,0.7,6.36,434
Jan Oblak Atletico,29, GK,,,38,-,-,-,-,0.1,0.2,-,-,0.1,6.35,3420
Franco Russo Mallorca,27, D(C),,,17(2),1,-,0.3,0.1,0.3,0.6,0.1,0.2,0.4,6.35,1465
Giovanni González Mallorca,27, D(R),,,3(6),1,-,0.3,0.7,0.3,0.3,-,0.3,0.2,6.35,364
Bryan Gil Valencia,21, AM(CLR),,,9(4),-,1,0.8,0.8,1.3,1.5,0.5,0.8,3.7,6.35,758
Hélder Costa Valencia,28, AM(CLR),,,13(9),-,1,0.4,0.8,1,0.6,-,1,1.6,6.34,1119
Anthony Martial Sevilla,26, AM(LR),FW,,7(2),-,1,0.8,0.2,0.8,1.2,-,1.4,2.1,6.34,495
Okay Yokuslu Celta Vigo,28, D(C),DMC,,1(7),-,-,0.3,-,0.3,0.3,-,0.1,-,6.34,133
Luka Jovic Real Madrid,24, FW,,,1(14),1,3,1.1,0.3,0.2,0.2,0.1,0.4,0.6,6.34,360
Fede San Emeterio Cadiz,25, DMC,,,10(2),-,-,-,0.3,-,0.8,-,0.1,0.6,6.34,836
Jeison Murillo Celta Vigo,30, D(C),,,13(7),-,-,0.3,0.1,0.2,0.7,-,0.2,0.1,6.34,1118
Munir El-Haddadi Sevilla,26, AM(LR),FW,,5(12),2,-,0.7,0.4,0.1,0.8,0.2,0.5,1,6.33,471
Dani Gómez Levante,23, FW,,,11(17),4,2,1.1,0.5,0.6,0.7,0.4,0.9,1.7,6.33,1060
Rodrigo Battaglia Mallorca,30, M(C),,,12(14),-,-,0.2,0.1,0.4,0.7,-,0.4,0.5,6.33,1176
Raúl Parra Cadiz,22, Defender,,,1(1),-,-,-,-,-,0.5,-,-,0.5,6.33,88
Jon Guridi Real Sociedad,27, M(C),,,1(7),1,-,0.3,0.1,0.6,0.4,-,-,0.6,6.32,200
Cristo Romero Real Sociedad,22, Defender,,,0(1),-,-,1,1,-,-,-,-,-,6.32,16
Gonzalo Villar Getafe,24, M(C),,,2(8),-,1,0.2,0.1,0.8,1.3,-,0.4,0.6,6.32,292
Unai López Rayo Vallecano,26, M(CR),,,13(14),-,-,0.7,0.9,0.5,0.6,0.2,0.7,0.7,6.32,1155
Mikel Vesga Athletic Bilbao,29, DMC,,,17(15),2,-,0.4,0.4,0.3,0.5,-,0.3,0.6,6.32,1357
Javi Martínez Osasuna,22, M(CR),,,9(17),1,1,0.3,0.4,0.4,0.3,-,0.4,0.9,6.31,870
Raúl Guti Elche,25, M(C),,,17(14),-,-,0.6,0.3,0.4,1.1,-,0.5,0.6,6.31,1629
Denis Cheryshev Valencia,31, AM(L),FW,,5(12),-,1,0.6,0.2,0.4,0.4,0.2,0.2,0.9,6.31,561
Sandro Ramírez Getafe,26, AM(LR),FW,,19(10),3,-,1.7,0.4,0.4,1.6,0.4,0.6,1.8,6.31,1477
Roberto Torres Osasuna,33, AM(CLR),,,6(22),2,2,0.5,0.9,0.2,0.4,-,0.2,0.4,6.3,799
Clément Lenglet Barcelona,26, D(C),,,7(14),-,1,0.1,0.1,-,0.2,-,0.1,0.2,6.3,818
Sergio Agüero Barcelona,34, AM(CL),FW,,2(2),1,-,1.5,0.3,0.3,0.5,0.3,0.3,1,6.3,151
Carlos Martín Atletico,20, Forward,,,0(1),-,-,-,-,1,-,-,-,-,6.3,5
Jesús Owono Deportivo Alaves,21, GK,,,1,-,-,-,-,-,-,-,-,-,6.3,90
