Player.1,Age,position1,position2,position3,Apps,Goals,Assists,SpG,KeyP,Drb,Fouled,Off,Disp,UnsTch,Rating,Mins
Cesc Fàbregas Monaco,35, M(CL),FW,,0(2),-,-,-,1,-,1,-,-,-,6.3,36
Deiver Machado Lens,28, M(L),,,5(17),-,1,0.1,0.4,0.4,0.5,0.1,0.4,0.5,6.29,513
Yvan Neyou Saint-Etienne,25, DMC,,,12(4),-,-,0.4,0.4,0.4,1.3,-,0.5,0.6,6.29,941
Enzo Ebosse Angers,23, D(C),,,21(6),-,-,0.1,0.4,0.3,0.8,-,0.1,0.8,6.29,1888
Cheick Tidiane Sabaly Metz,23, Forward,,,2(4),-,-,0.3,0.3,0.5,0.2,-,1.3,1.3,6.29,149
Quentin Boisgard Lorient,25, AM(CLR),,,9(16),1,1,0.6,0.4,0.4,0.4,-,0.8,1.3,6.28,953
Paul Nardi Lorient,28, GK,,,22,-,-,-,-,-,0.1,-,-,-,6.28,1980
Lucas Gourna-Douath Saint-Etienne,18, DMC,,,20(11),1,-,0.4,0.3,0.5,0.9,-,0.7,1,6.28,1808
Sambou Sissoko Reims,23, Midfielder,,,0(8),-,-,0.4,0.4,0.3,0.5,-,0.3,0.8,6.28,170
Jean-Claude Billong Clermont Foot,28, D(C),,,10(5),-,-,0.3,0.1,0.1,0.6,-,0.1,0.3,6.28,977
Tom Lacoux Bordeaux,20, DMC,M(R),,11(2),-,-,0.2,0.2,0.6,0.5,-,0.6,1.4,6.28,915
Igor Silva Lorient,25, D(R),M(R),,17(11),-,-,0.5,0.4,0.5,0.8,-,0.4,1.1,6.28,1572
Álvaro González Marseille,32, D(C),,,5(1),-,-,0.3,-,-,1.2,-,0.2,-,6.28,451
Karim Azamoum Troyes,32, M(CR),,,4(3),-,-,0.4,-,0.1,0.4,-,0.3,0.4,6.27,387
Papa Ndiaga Yade Metz,22, AM(L),,,5(13),-,1,0.4,0.3,1,0.4,-,0.4,1.5,6.27,690
N'Dri Koffi Reims,20, Forward,,,3(7),1,-,0.9,0.4,0.5,1.3,0.7,0.3,2.2,6.27,374
Kevin N'Doram Metz,26, DMC,,,16(3),-,-,0.4,0.6,0.3,0.7,-,0.4,0.7,6.27,1239
Danijel Petkovic Angers,29, GK,,,15,-,-,-,-,-,0.2,-,-,0.1,6.26,1350
Tinotenda Kadewere Lyon,26, AM(R),FW,,3(12),1,-,1.2,0.5,0.5,0.3,0.3,0.5,1.2,6.26,498
Hianga'a M'Bock Brest,22, DMC,,,9(5),-,-,0.6,0.1,0.7,0.7,-,0.6,0.4,6.25,798
Amadou Salif Mbengue Metz,20, Midfielder,,,5(7),-,-,0.3,0.2,0.2,0.1,-,0.2,0.4,6.25,606
Vágner Metz,26, FW,,,0(3),-,-,0.3,0.7,1,0.3,-,0.3,1.7,6.25,84
Romain Hamouma Saint-Etienne,35, M(CLR),FW,,7(15),2,1,1,0.6,0.5,0.5,0.4,0.6,1.5,6.25,883
Eduardo Camavinga Rennes,19, DMC,,,1(3),-,-,-,0.3,-,1.5,-,0.3,0.8,6.25,142
Romain Del Castillo Rennes,26, AM(LR),FW,,0(3),-,-,0.3,0.3,0.7,1,-,0.3,0.3,6.25,26
Billal Brahimi Nice,22, Forward,,,2(9),-,-,0.4,0.9,0.3,0.9,0.2,0.9,1,6.24,371
Jean-Armel Kana-Biyik Metz,32, D(C),,,8(2),-,-,0.1,-,0.1,0.8,-,0.1,0.1,6.24,667
Adil Aouchiche Saint-Etienne,19, AM(CL),,,11(24),-,4,0.6,0.5,0.4,0.4,0.1,0.5,0.9,6.24,1068
Ambroise Oyongo Montpellier,30, D(LR),M(L),,7(4),1,-,0.5,0.2,0.4,0.9,0.1,0.4,1,6.24,657
Mexer Bordeaux,33, D(C),,,14(2),1,-,0.3,-,0.2,0.4,-,0.3,0.4,6.24,1227
El Chadaille Bitshiabu PSG,17, Defender,,,0(1),-,-,-,-,-,-,-,-,-,6.24,4
Sofiane Alakouch Metz,23, D(R),,,0(4),-,-,0.3,0.3,0.5,1.8,-,0.5,1.5,6.24,157
Thibault Klidje Bordeaux,20, Forward,,,0(5),-,-,0.2,0.8,0.8,1,0.2,0.6,0.6,6.23,81
Domagoj Bradaric Lille,22, D(L),,,2(13),-,-,0.1,0.4,0.1,0.5,-,0.3,0.3,6.23,409
Brandon Domingues Troyes,22, Midfielder,,,1(10),1,-,0.4,0.5,0.2,0.8,-,0.2,0.5,6.23,223
Brayann Pereira Lens,19, Defender,,,0(2),-,-,-,0.5,-,-,-,-,-,6.23,13
Kaj Sierhuis Reims,24, FW,,,1(1),-,-,1,1,-,-,-,-,0.5,6.23,80
Aïmen Moueffek Saint-Etienne,21, DMC,,,4(10),-,-,0.3,0.1,0.6,0.6,-,0.4,0.9,6.23,426
Gabriel Silva Saint-Etienne,31, D(LR),M(L),,9(4),-,-,0.1,0.2,-,1.2,-,0.2,0.6,6.23,714
Sambou Soumano Lorient,21, Forward,,,4(17),3,-,0.9,0.2,0.5,0.5,0.3,0.6,1,6.23,435
Myron Boadu Monaco,21, FW,,,7(24),4,1,0.7,0.2,0.3,0.4,0.4,0.4,1.5,6.22,945
Waniss Taibi Angers,20, Midfielder,,,1(6),-,-,0.1,-,0.3,0.1,-,0.1,0.6,6.22,127
Bradley Barcola Lyon,19, Forward,,,2(9),-,1,0.5,0.5,0.2,-,0.1,0.3,0.5,6.21,258
Patrick Berg Lens,24, M(C),,,2(12),-,-,0.1,0.1,-,0.1,-,-,0.2,6.21,297
Léo Leroy Montpellier,22, DMC,,,7(17),-,-,0.3,0.2,0.3,0.2,-,0.3,0.5,6.21,620
Bryan Djile Nokoue Saint-Etienne,20, Defender,,,0(2),-,-,-,-,-,0.5,-,0.5,0.5,6.21,56
William Mikelbrencis Metz,18, M(R),,,8(1),-,1,0.7,0.3,0.4,0.2,-,0.6,1.6,6.2,615
Issouf Sissokho Bordeaux,20, M(C),,,6(1),-,-,0.4,1.1,0.7,1,-,1,2,6.2,439
Adrian Grbic Lorient,25, FW,,,4(12),1,-,0.8,0.3,0.1,0.6,0.1,0.3,0.8,6.2,510
Felix Lemarechal Monaco,18, Midfielder,,,0(1),-,-,-,-,2,-,-,-,-,6.2,8
Jimmy Briand Bordeaux,36, M(LR),FW,,1(16),2,1,0.6,0.6,0.1,-,0.1,0.1,0.5,6.2,212
Suk Hyun-Jun Troyes,30, FW,,,0(9),-,-,0.9,0.2,0.4,0.6,-,0.4,0.6,6.19,145
Yannis M'Bemba Nantes,20, Defender,,,0(2),-,-,1,-,-,0.5,-,-,0.5,6.19,4
Jordan Tell Clermont Foot,24, Forward,,,1(14),1,1,0.5,0.3,0.1,0.2,-,0.4,0.9,6.19,279
Habib Diarra Strasbourg,18, Midfielder,,,1(3),-,-,-,-,0.3,0.3,-,0.5,-,6.18,107
Leny Yoro Lille,16, Defender,,,0(1),-,-,-,-,-,-,-,-,1,6.17,12
Mamadou Fofana Metz,24, D(C),DMC,,0(1),-,-,-,-,-,-,-,-,-,6.17,32
Romain Salin Rennes,37, GK,,,1,-,-,-,-,-,1,-,-,-,6.17,90
Arial Mendy Clermont Foot,27, D(L),,,9(9),-,-,0.6,0.5,0.3,0.6,-,0.2,0.9,6.17,791
Grejohn Kyei Clermont Foot,26, FW,,,4(10),-,1,0.8,0.8,0.5,0.6,0.1,0.6,1.8,6.17,391
Karol Fila Strasbourg,23, D(R),,,7(9),-,-,-,0.1,0.2,0.6,-,0.2,0.4,6.17,562
Ismaël Boura Lens,21, M(L),,,1(4),-,-,0.2,-,-,-,-,-,-,6.17,95
Jérémy Pied Lille,33, D(LR),M(CLR),,0(2),-,-,-,0.5,-,-,-,-,-,6.17,12
Valon Berisha Reims,29, M(CL),,,5(8),-,1,0.3,0.6,0.2,0.2,0.2,0.5,0.8,6.16,456
Yannick Cahuzac Lens,37, DMC,,,7(11),-,-,0.1,0.1,0.1,0.1,0.1,0.1,0.1,6.16,613
Benoît Costil Bordeaux,34, GK,,,25,-,-,-,-,-,0.1,-,-,-,6.16,2250
Nicholas Gioacchini Montpellier,21, Forward,,,3(25),-,2,0.4,0.2,0.2,0.6,0.1,0.4,0.8,6.16,476
Nemanja Radonjic Marseille,26, M(LR),,,0(1),-,-,-,1,1,-,1,-,1,6.16,17
Renaud Emond Nantes,30, FW,,,2(4),-,-,0.2,-,-,0.5,-,-,0.7,6.16,189
Willem Geubbels Nantes,20, Forward,,,4(18),2,1,0.5,0.1,0.1,0.2,0.2,0.3,0.6,6.15,532
Gerson Rodrigues Troyes,26, AM(CL),FW,,9(3),1,1,1.9,0.8,0.7,1.3,0.5,3,3.8,6.15,849
Darío Benedetto Marseille,32, FW,,,0(2),-,-,1.5,0.5,-,-,-,-,0.5,6.15,52
Luis Henrique Marseille,20, M(L),,,7(13),-,1,0.3,0.4,0.4,0.2,0.3,0.5,1.1,6.15,695
Corentin Jean Lens,26, AM(LR),FW,,1(16),1,-,0.4,0.1,0.1,0.3,0.1,0.2,0.5,6.14,242
Lesley Ugochukwu Rennes,18, Midfielder,,,3(15),1,-,0.2,0.2,0.1,0.1,-,0.2,0.4,6.14,398
Fransérgio Bordeaux,31, M(C),FW,,14(12),-,1,0.5,0.3,0.2,0.5,-,0.4,0.8,6.14,1255
Enzo Tchato Mbiayi Montpellier,19, Defender,,,0(1),-,-,-,-,-,-,-,-,-,6.14,7
Louis Mafouta Metz,27, FW,,,5(10),2,-,0.6,0.1,0.1,0.3,0.3,0.4,1.5,6.14,524
Bakary Sako Saint-Etienne,34, M(L),FW,,1(6),-,-,0.9,0.3,0.4,0.3,0.1,0.4,1.4,6.14,151
Abdoulaye Bamba Angers,32, D(LR),M(R),,4(6),-,-,0.1,0.2,-,0.6,-,0.1,1,6.13,455
Chrislain Matsima Monaco,20, Defender,,,1(6),-,-,0.1,-,-,0.3,-,0.1,0.3,6.13,131
Dion Moisés Sahi Strasbourg,20, Forward,,,0(8),-,-,0.6,0.1,0.4,0.5,-,0.3,0.6,6.13,121
Cheikh Niasse Lille,22, Midfielder,,,0(4),-,-,-,-,-,0.3,-,0.8,0.3,6.13,40
Nassim Chadli Troyes,20, Midfielder,,,1(7),-,-,0.3,0.1,0.5,0.4,-,0.3,1.4,6.13,92
Mahamé Siby Strasbourg,25, Midfielder,,,0(2),-,-,-,-,-,-,-,-,-,6.13,15
Rafiki Said Brest,22, Midfielder,,,0(14),-,-,0.4,0.1,0.4,0.2,0.1,0.4,0.5,6.12,110
Djeidi Gassama PSG,18, Forward,,,0(1),-,-,-,-,-,-,-,-,-,6.12,1
Thomas Fontaine Lorient,31, D(C),,,2,-,-,-,-,-,0.5,-,-,0.5,6.12,168
Enzo Crivelli Saint-Etienne,27, AM(L),FW,,0(4),-,-,0.8,-,0.5,-,0.3,0.3,0.8,6.12,98
Thuler Montpellier,23, D(C),,,10(6),-,-,0.1,-,-,0.1,-,0.2,0.2,6.12,855
Jonathan Iglesias Clermont Foot,33, DMC,,,5(10),-,-,0.1,0.3,0.1,0.7,-,0.4,0.4,6.12,571
Sekou Yansané PSG,19, Forward,,,0(1),-,-,-,-,-,-,-,-,-,6.11,16
Mamadou Camara Troyes,21, Forward,,,0(3),-,-,0.3,-,-,-,-,0.3,0.3,6.11,38
Marin Jakolis Angers,25, Forward,,,2(8),-,-,0.9,0.4,0.2,0.1,0.2,-,0.2,6.11,224
Dilane Bakwa Bordeaux,19, Forward,,,0(6),-,-,0.3,-,0.2,0.2,-,0.2,0.2,6.1,44
Charles Boli Lens,23, Midfielder,,,0(4),-,-,-,-,-,0.5,-,-,-,6.1,29
Mehdi Zerkane Bordeaux,22, AM(R),,,0(6),-,-,0.2,0.2,0.7,0.3,-,0.3,0.3,6.1,78
Andy Diouf Rennes,19, Midfielder,,,0(5),-,-,-,0.2,-,0.2,-,0.2,0.2,6.1,11
Paul Baysse Bordeaux,34, D(CR),,,0(2),-,-,-,-,-,-,-,-,-,6.1,9
Anastasios Donis Reims,25, AM(CR),FW,,3(10),-,-,0.8,0.4,0.5,0.2,0.6,0.5,0.8,6.1,364
Mathys Tel Rennes,17, Forward,,,0(7),-,-,0.4,0.1,-,-,-,0.3,0.3,6.09,50
El Hadji Dieye Saint-Etienne,20, Midfielder,,,0(5),-,-,0.4,-,0.2,0.4,0.2,0.2,0.6,6.08,33
Jerome Phojo Clermont Foot,29, Defender,,,0(1),-,-,-,-,-,-,-,-,-,6.08,5
Sacha Delaye Montpellier,20, Forward,,,3(7),-,1,0.3,0.3,0.3,0.1,-,0.3,0.7,6.08,249
Arnaud Kalimuendo-Muinga PSG,20, FW,,,0(2),-,-,-,-,-,0.5,-,-,-,6.07,6
Warren Tchimbembé Metz,24, Midfielder,,,1(8),-,-,-,0.4,-,0.3,-,0.4,0.6,6.07,202
Loris Benito Bordeaux,30, D(CL),M(L),,1,-,-,-,-,-,-,-,1,1,6.07,62
Loum Tchaouna Rennes,18, Forward,,,0(10),-,-,0.2,0.2,0.1,0.1,0.2,0.2,0.3,6.07,79
Lohann Doucet Nantes,19, Midfielder,,,0(2),-,-,-,-,-,-,-,-,-,6.07,5
Youssouph Badji Brest,20, FW,,,1(8),-,-,0.2,0.2,-,-,0.1,0.1,0.4,6.06,130
Pierre-Yves Hamel Lorient,28, FW,,,0(3),-,-,-,0.3,-,0.3,-,0.3,-,6.06,27
Xavi Simons PSG,19, Midfielder,,,1(5),-,-,0.3,0.2,-,0.7,-,0.8,0.8,6.06,127
Assane Dioussé Saint-Etienne,24, DMC,,,0(4),-,-,-,-,-,0.3,-,-,0.3,6.06,21
Josue Albert Clermont Foot,30, Defender,,,0(2),-,-,0.5,-,-,-,-,-,-,6.06,20
Ignacio Ramírez Saint-Etienne,25, Forward,,,1(4),-,-,0.4,-,0.2,-,-,0.2,0.2,6.05,123
Sead Kolasinac Marseille,28, D(CL),DMC,M(L),6(8),-,1,-,0.3,-,0.2,-,0.1,1.1,6.05,440
Pierre-Yves Hamel Clermont Foot,28, FW,,,6(11),-,-,0.8,0.2,0.1,0.5,0.1,0.5,1,6.05,518
Derek Mazou-Sacko Troyes,17, Midfielder,,,0(2),-,-,-,-,-,-,-,-,-,6.05,2
Moussa Doumbia Reims,27, AM(CL),FW,,0(4),-,-,1,-,0.3,0.5,0.3,-,1.3,6.04,82
Redwan Bourlès Lorient,19, Midfielder,,,0(4),-,-,-,-,-,-,-,0.3,0.3,6.04,13
Alexandre Letellier PSG,31, GK,,,0(1),-,-,-,-,-,-,-,-,-,6.04,7
Alpha Sissoko Saint-Etienne,25, D(R),,,1,-,-,-,-,-,-,-,1,-,6.04,46
Antonin Bobichon Angers,26, AM(CL),,,0(4),-,-,-,-,-,-,-,0.3,-,6.04,34
Oriol Busquets Clermont Foot,23, D(C),DMC,,2(7),-,-,0.1,-,0.2,-,-,0.3,0.3,6.03,196
Mathys Saban Saint-Etienne,20, Midfielder,,,0(3),-,-,-,-,0.3,-,-,1,2.3,6.03,71
Noah Fatar Angers,20, Midfielder,,,0(3),-,-,-,-,-,0.3,-,-,-,6.03,4
Baptiste Mouazan Lorient,20, Midfielder,,,1(2),-,-,0.3,-,-,-,-,-,0.7,6.03,95
Matthis Abline Rennes,19, Forward,,,1(6),-,-,0.3,-,0.4,0.1,-,0.4,0.1,6.02,99
Nathan Bitumazala PSG,19, Midfielder,,,0(1),-,-,-,-,-,-,-,-,-,6.02,10
Casimir Ninga Angers,29, AM(LR),FW,,3(13),-,-,0.6,0.1,0.4,0.8,0.2,0.7,1.7,6.02,401
Ibrahima Baldé Lens,19, Forward,,,0(4),-,-,-,0.3,-,-,0.3,-,0.8,6.02,53
Maghnes Akliouche Monaco,20, Midfielder,,,0(7),-,-,0.3,0.1,-,0.1,0.1,0.1,0.7,6.02,48
Levi Lumeka Troyes,23, Forward,,,0(5),-,-,-,-,0.4,0.2,0.4,0.2,0.8,6.01,63
Yanis Guermouche Montpellier,21, Forward,,,0(3),-,-,-,-,-,-,-,-,0.3,6.01,10
Aboubacar Sidibe Clermont Foot,26, Midfielder,,,0(1),-,-,-,-,-,-,-,-,-,6.01,5
Ismaël Gharbi PSG,18, Midfielder,,,0(1),-,-,-,-,-,-,-,-,-,6.01,1
Yanis Lhéry Saint-Etienne,19, Forward,,,0(5),-,-,0.4,-,0.2,0.2,-,0.2,0.2,6.01,67
Wilson Isidor Monaco,21, AM(L),,,0(4),-,-,0.3,0.3,-,0.3,0.5,-,0.5,6,47
Edouard Michut PSG,19, Midfielder,,,0(5),-,1,-,0.2,-,0.8,-,0.2,0.2,6,67
Gautier Larsonneur Brest,25, GK,,,1,-,-,-,-,-,-,-,-,-,6,1
Georges Mikautadze Metz,21, FW,,,0(1),-,-,2,-,-,-,-,-,-,6,1
Ismaël Doukouré Strasbourg,18, Defender,,,0(1),-,-,-,-,-,-,-,-,-,6,16
Jonathan Varane Lens,20, Forward,,,0(1),-,-,-,-,-,-,-,-,-,6,1
Lamine Ghezali Saint-Etienne,22, Midfielder,,,0(1),-,-,-,1,-,-,-,-,-,6,1
Lebo Mothiba Strasbourg,26, FW,,,0(1),-,-,-,-,-,-,-,-,-,6,1
Mehdi Chahiri Strasbourg,25, AM(L),,,0(1),-,-,-,-,-,-,-,2,-,6,16
Mohamed Achi Nantes,20, Midfielder,,,0(1),-,-,-,-,-,-,-,-,-,6,9
Mykola Kukharevych Troyes,20, Forward,,,0(2),-,-,0.5,-,-,-,-,-,0.5,6,13
Rubén Pardo Bordeaux,29, M(C),,,0(1),-,-,-,-,-,-,-,-,-,6,5
Sada Thioub Angers,27, M(LR),,,0(1),-,-,-,-,-,-,-,1,-,6,2
Salim Ben Seghir Marseille,19, Forward,,,0(1),-,-,-,-,-,-,-,-,-,6,1
Samuel Koeberle Reims,17, Midfielder,,,0(1),-,-,-,-,-,1,-,-,-,6,1
Tanguy Zoukrou Troyes,19, Defender,,,0(4),-,-,0.3,-,-,-,-,-,0.5,6,75
Théo Le Bris Lorient,19, Defender,,,0(4),-,-,-,-,-,-,-,0.3,0.5,6,57
Farid El Melali Angers,25, AM(R),,,0(2),-,-,0.5,-,-,-,-,0.5,-,5.99,12
Jean-Kévin Augustin Nantes,24, AM(R),FW,,0(7),-,-,0.3,-,-,0.1,-,0.4,1,5.99,78
Lenny Joseph Metz,21, Forward,,,0(8),-,-,-,0.1,0.1,0.1,-,0.8,0.5,5.99,147
Guédé Nadje Angers,18, Forward,,,0(1),-,-,-,-,-,-,-,-,-,5.98,2
Maxence Rivera Saint-Etienne,20, Forward,,,0(1),-,-,-,-,-,-,-,-,-,5.98,4
Béni Makouana Montpellier,19, Forward,,,1(22),-,-,0.3,0.2,0.1,-,0.1,0.3,0.7,5.98,305
Habib Keita Lyon,20, Forward,,,0(3),-,-,0.7,-,-,-,-,-,-,5.97,6
Arthur Desmas Clermont Foot,28, GK,,,15,-,-,-,-,-,0.3,-,-,-,5.96,1308
Patrick Roberts Troyes,25, AM(CR),FW,,0(1),-,-,1,-,-,-,-,1,2,5.96,14
Romain Philippoteaux Brest,34, AM(LR),,,0(1),-,-,-,-,-,-,1,-,2,5.95,23
Jeanuël Belocian Rennes,17, Defender,,,0(1),-,-,-,-,-,1,-,-,-,5.94,11
Johaneko Louis Jean Bordeaux,17, Defender,,,0(1),-,-,-,-,-,-,-,1,1,5.94,11
Oussama Targhalline Marseille,20, Midfielder,,,0(2),-,-,-,-,-,-,-,-,-,5.94,4
Abdoulaye Sylla Nantes,22, Defender,,,2,-,-,-,-,-,-,-,-,-,5.93,158
Tiago Ribeiro Monaco,20, Defender,,,0(1),-,-,-,-,-,-,-,-,-,5.91,1
Lucas Calodat Saint-Etienne,20, Defender,,,0(1),-,-,-,-,-,-,-,-,-,5.9,4
Josh Maja Bordeaux,23, FW,,,0(2),-,-,-,0.5,-,-,-,-,1.5,5.9,8
Jason Mbock Angers,22, Forward,,,0(1),-,-,-,-,-,2,1,1,-,5.88,16
Ibrahim Diakité Reims,18, Defender,,,0(1),-,-,-,-,-,-,-,-,-,5.86,3
Jérôme Hergault Lorient,36, D(LR),M(R),,5(3),-,-,0.1,0.1,0.1,0.4,-,0.3,1,5.86,354
Yadaly Diaby Clermont Foot,21, Midfielder,,,0(5),-,-,0.4,-,0.2,0.2,-,0.2,0.4,5.85,64
Charles Abi Saint-Etienne,22, FW,,,1,-,-,-,-,-,-,-,-,3,5.84,46
Amadou Traoré Bordeaux,20, Forward,,,0(1),-,-,-,-,-,-,-,1,-,5.71,18
Maxwel Cornet Lyon,25, D(L),M(LR),FW,1,-,-,-,1,1,1,-,1,-,5.06,65
